item_id,order_id,product_id,quantity,unit_price,discount_amount
ITEM-000450,ORD-00176,PROD-025,3,288.11,28.81
ITEM-000451,ORD-00176,PROD-010,3,318.94,15.95
ITEM-000452,ORD-00177,PROD-024,2,56.54,0.0
ITEM-000453,ORD-00177,PROD-009,1,117.89,0.0
ITEM-000454,ORD-00177,PROD-028,2,317.59,31.76
ITEM-000455,ORD-00177,PROD-036,3,126.11,6.31
ITEM-000456,ORD-00178,PROD-025,1,288.11,14.41
ITEM-000457,ORD-00178,PROD-027,2,154.59,0.0
ITEM-000458,ORD-00178,PROD-047,3,362.21,0.0
ITEM-000459,ORD-00179,PROD-018,2,188.76,0.0
ITEM-000460,ORD-00179,PROD-005,1,174.04,8.7
ITEM-000461,ORD-00179,PROD-018,2,188.76,9.44
ITEM-000462,ORD-00180,PROD-039,3,420.93,0.0
ITEM-000463,ORD-00180,PROD-030,1,85.5,0.0
ITEM-000464,ORD-00180,PROD-020,1,412.9,20.64
ITEM-000465,ORD-00180,PROD-022,3,109.93,5.5
ITEM-000466,ORD-00181,PROD-020,2,412.9,41.29
ITEM-000467,ORD-00181,PROD-045,1,48.12,2.41
ITEM-000468,ORD-00182,PROD-037,1,384.96,19.25
ITEM-000469,ORD-00182,PROD-025,2,288.11,14.41
ITEM-000470,ORD-00182,PROD-024,1,56.54,5.65
ITEM-000471,ORD-00182,PROD-013,3,422.27,42.23
ITEM-000472,ORD-00183,PROD-045,1,48.12,2.41
ITEM-000473,ORD-00183,PROD-044,2,465.33,0.0
ITEM-000474,ORD-00183,PROD-041,2,247.34,0.0
ITEM-000475,ORD-00184,PROD-039,2,420.93,42.09
ITEM-000476,ORD-00184,PROD-026,3,164.85,16.48
ITEM-000477,ORD-00184,PROD-045,2,48.12,4.81
ITEM-000478,ORD-00184,PROD-003,2,366.3,36.63
ITEM-000479,ORD-00185,PROD-011,3,401.86,40.19
ITEM-000480,ORD-00185,PROD-003,3,366.3,36.63
ITEM-000481,ORD-00185,PROD-044,3,465.33,23.27
ITEM-000482,ORD-00186,PROD-029,2,99.26,4.96
ITEM-000483,ORD-00186,PROD-030,3,85.5,8.55
ITEM-000484,ORD-00187,PROD-006,1,113.98,11.4
ITEM-000485,ORD-00187,PROD-010,2,318.94,15.95
ITEM-000486,ORD-00187,PROD-022,2,109.93,0.0
ITEM-000487,ORD-00187,PROD-034,2,100.57,5.03
ITEM-000488,ORD-00188,PROD-020,1,412.9,41.29
ITEM-000489,ORD-00189,PROD-048,1,42.37,4.24
ITEM-000490,ORD-00189,PROD-012,3,149.72,0.0
ITEM-000491,ORD-00190,PROD-012,3,149.72,14.97
ITEM-000492,ORD-00190,PROD-028,2,317.59,0.0
ITEM-000493,ORD-00191,PROD-014,2,49.75,4.98
ITEM-000494,ORD-00191,PROD-005,3,174.04,0.0
ITEM-000495,ORD-00192,PROD-043,2,177.38,17.74
ITEM-000496,ORD-00192,PROD-041,2,247.34,24.73
ITEM-000497,ORD-00192,PROD-025,3,288.11,14.41
ITEM-000498,ORD-00193,PROD-040,3,123.57,0.0
ITEM-000499,ORD-00193,PROD-044,1,465.33,23.27
ITEM-000500,ORD-00193,PROD-008,1,312.09,15.6
ITEM-000501,ORD-00194,PROD-039,1,420.93,42.09
ITEM-000502,ORD-00194,PROD-025,2,288.11,0.0
ITEM-000503,ORD-00194,PROD-032,3,281.69,28.17
ITEM-000504,ORD-00194,PROD-045,3,48.12,0.0
ITEM-000505,ORD-00195,PROD-040,1,123.57,6.18
ITEM-000506,ORD-00195,PROD-001,2,256.5,0.0
ITEM-000507,ORD-00195,PROD-013,2,422.27,42.23
ITEM-000508,ORD-00195,PROD-033,3,429.48,21.47
ITEM-000509,ORD-00196,PROD-037,1,384.96,0.0
ITEM-000510,ORD-00197,PROD-037,3,384.96,19.25
ITEM-000511,ORD-00197,PROD-036,3,126.11,0.0
ITEM-000512,ORD-00197,PROD-037,1,384.96,19.25
ITEM-000513,ORD-00197,PROD-050,3,504.6,25.23
ITEM-000514,ORD-00198,PROD-007,3,24.77,2.48
ITEM-000515,ORD-00198,PROD-049,1,467.61,23.38
ITEM-000516,ORD-00198,PROD-003,2,366.3,18.32
ITEM-000517,ORD-00198,PROD-023,1,46.94,2.35
ITEM-000518,ORD-00199,PROD-011,3,401.86,0.0
ITEM-000519,ORD-00199,PROD-014,1,49.75,0.0
ITEM-000520,ORD-00199,PROD-037,2,384.96,38.5
ITEM-000521,ORD-00199,PROD-018,3,188.76,18.88
ITEM-000522,ORD-00200,PROD-009,2,117.89,0.0
ITEM-000523,ORD-00201,PROD-016,3,406.34,20.32
ITEM-000524,ORD-00201,PROD-032,1,281.69,28.17
ITEM-000525,ORD-00201,PROD-041,2,247.34,24.73
ITEM-000526,ORD-00202,PROD-026,3,164.85,16.48
ITEM-000527,ORD-00203,PROD-047,2,362.21,36.22
ITEM-000528,ORD-00204,PROD-014,2,49.75,2.49
ITEM-000529,ORD-00204,PROD-021,2,283.54,14.18
ITEM-000530,ORD-00204,PROD-036,3,126.11,0.0
ITEM-000531,ORD-00204,PROD-037,2,384.96,19.25
ITEM-000532,ORD-00205,PROD-002,1,126.71,0.0
ITEM-000533,ORD-00205,PROD-029,2,99.26,0.0
ITEM-000534,ORD-00205,PROD-028,1,317.59,31.76
ITEM-000535,ORD-00205,PROD-009,3,117.89,5.89
ITEM-000536,ORD-00206,PROD-043,3,177.38,0.0
ITEM-000537,ORD-00206,PROD-004,2,361.03,36.1
ITEM-000538,ORD-00206,PROD-020,3,412.9,41.29
ITEM-000539,ORD-00207,PROD-031,1,481.08,0.0
ITEM-000540,ORD-00207,PROD-038,1,299.68,29.97
ITEM-000541,ORD-00208,PROD-028,3,317.59,0.0
ITEM-000542,ORD-00209,PROD-007,2,24.77,1.24
ITEM-000543,ORD-00210,PROD-005,3,174.04,17.4
ITEM-000544,ORD-00210,PROD-001,3,256.5,25.65
ITEM-000545,ORD-00211,PROD-027,3,154.59,15.46
ITEM-000546,ORD-00211,PROD-029,1,99.26,0.0
ITEM-000547,ORD-00212,PROD-028,2,317.59,0.0
ITEM-000548,ORD-00212,PROD-016,2,406.34,40.63
ITEM-000549,ORD-00212,PROD-006,1,113.98,11.4
ITEM-000550,ORD-00213,PROD-014,3,49.75,4.98
ITEM-000551,ORD-00213,PROD-033,1,429.48,42.95
ITEM-000552,ORD-00213,PROD-026,2,164.85,16.48
ITEM-000553,ORD-00214,PROD-034,1,100.57,5.03
ITEM-000554,ORD-00215,PROD-049,2,467.61,0.0
ITEM-000555,ORD-00215,PROD-002,3,126.71,0.0
ITEM-000556,ORD-00216,PROD-033,2,429.48,42.95
ITEM-000557,ORD-00216,PROD-046,3,67.45,3.37
ITEM-000558,ORD-00216,PROD-028,3,317.59,15.88
ITEM-000559,ORD-00216,PROD-006,3,113.98,11.4
ITEM-000560,ORD-00217,PROD-010,3,318.94,15.95
ITEM-000561,ORD-00217,PROD-026,3,164.85,16.48
ITEM-000562,ORD-00218,PROD-004,1,361.03,0.0
ITEM-000563,ORD-00218,PROD-028,1,317.59,15.88
ITEM-000564,ORD-00219,PROD-008,1,312.09,31.21
ITEM-000565,ORD-00219,PROD-009,3,117.89,0.0
ITEM-000566,ORD-00220,PROD-011,2,401.86,0.0
ITEM-000567,ORD-00220,PROD-048,2,42.37,4.24
ITEM-000568,ORD-00220,PROD-008,1,312.09,15.6
ITEM-000569,ORD-00221,PROD-032,2,281.69,28.17
ITEM-000570,ORD-00222,PROD-050,1,504.6,50.46
ITEM-000571,ORD-00222,PROD-044,3,465.33,0.0
ITEM-000572,ORD-00222,PROD-015,3,409.71,40.97
ITEM-000573,ORD-00223,PROD-010,1,318.94,0.0
ITEM-000574,ORD-00223,PROD-036,3,126.11,12.61
ITEM-000575,ORD-00223,PROD-042,2,313.98,0.0
ITEM-000576,ORD-00223,PROD-021,1,283.54,14.18
ITEM-000577,ORD-00224,PROD-012,1,149.72,14.97
ITEM-000578,ORD-00225,PROD-021,1,283.54,28.35
ITEM-000579,ORD-00225,PROD-030,1,85.5,4.28
ITEM-000580,ORD-00225,PROD-013,2,422.27,42.23
ITEM-000581,ORD-00226,PROD-047,3,362.21,0.0
ITEM-000582,ORD-00226,PROD-010,1,318.94,15.95
ITEM-000583,ORD-00227,PROD-022,1,109.93,10.99
ITEM-000584,ORD-00228,PROD-032,1,281.69,0.0
ITEM-000585,ORD-00228,PROD-046,2,67.45,0.0
ITEM-000586,ORD-00228,PROD-003,1,366.3,36.63
ITEM-000587,ORD-00228,PROD-027,3,154.59,7.73
ITEM-000588,ORD-00229,PROD-005,3,174.04,17.4
ITEM-000589,ORD-00229,PROD-004,2,361.03,36.1
ITEM-000590,ORD-00229,PROD-009,1,117.89,5.89
ITEM-000591,ORD-00229,PROD-017,2,295.69,14.78
ITEM-000592,ORD-00230,PROD-009,3,117.89,0.0
ITEM-000593,ORD-00230,PROD-010,1,318.94,0.0
ITEM-000594,ORD-00231,PROD-029,2,99.26,4.96
ITEM-000595,ORD-00231,PROD-017,1,295.69,0.0
ITEM-000596,ORD-00232,PROD-010,1,318.94,31.89
ITEM-000597,ORD-00232,PROD-016,2,406.34,20.32
ITEM-000598,ORD-00232,PROD-033,1,429.48,42.95
ITEM-000599,ORD-00233,PROD-007,2,24.77,0.0
ITEM-000600,ORD-00233,PROD-009,1,117.89,0.0
ITEM-000601,ORD-00234,PROD-038,3,299.68,14.98
ITEM-000602,ORD-00235,PROD-006,2,113.98,0.0
ITEM-000603,ORD-00235,PROD-003,2,366.3,0.0
ITEM-000604,ORD-00236,PROD-012,2,149.72,0.0
ITEM-000605,ORD-00236,PROD-012,2,149.72,7.49
ITEM-000606,ORD-00236,PROD-029,1,99.26,0.0
ITEM-000607,ORD-00236,PROD-040,3,123.57,12.36
ITEM-000608,ORD-00237,PROD-018,2,188.76,0.0
ITEM-000609,ORD-00238,PROD-025,3,288.11,14.41
ITEM-000610,ORD-00239,PROD-012,1,149.72,7.49
ITEM-000611,ORD-00239,PROD-039,1,420.93,0.0
ITEM-000612,ORD-00239,PROD-050,2,504.6,0.0
ITEM-000613,ORD-00240,PROD-016,3,406.34,0.0
ITEM-000614,ORD-00241,PROD-023,1,46.94,0.0
ITEM-000615,ORD-00241,PROD-016,3,406.34,20.32
ITEM-000616,ORD-00241,PROD-048,3,42.37,2.12
ITEM-000617,ORD-00241,PROD-038,1,299.68,29.97
ITEM-000618,ORD-00242,PROD-032,3,281.69,14.08
ITEM-000619,ORD-00242,PROD-012,2,149.72,0.0
ITEM-000620,ORD-00243,PROD-001,2,256.5,25.65
ITEM-000621,ORD-00243,PROD-013,1,422.27,21.11
ITEM-000622,ORD-00243,PROD-046,1,67.45,3.37
ITEM-000623,ORD-00243,PROD-004,1,361.03,0.0
ITEM-000624,ORD-00244,PROD-024,3,56.54,5.65
ITEM-000625,ORD-00245,PROD-047,2,362.21,36.22
ITEM-000626,ORD-00245,PROD-032,3,281.69,14.08
ITEM-000627,ORD-00246,PROD-020,3,412.9,41.29
ITEM-000628,ORD-00246,PROD-019,1,403.17,0.0
ITEM-000629,ORD-00246,PROD-047,1,362.21,36.22
ITEM-000630,ORD-00246,PROD-037,2,384.96,38.5
ITEM-000631,ORD-00247,PROD-041,3,247.34,0.0
ITEM-000632,ORD-00247,PROD-032,1,281.69,14.08
ITEM-000633,ORD-00248,PROD-046,3,67.45,6.75
ITEM-000634,ORD-00249,PROD-023,2,46.94,0.0
ITEM-000635,ORD-00250,PROD-027,2,154.59,7.73
ITEM-000636,ORD-00250,PROD-023,3,46.94,2.35
ITEM-000637,ORD-00251,PROD-029,1,99.26,0.0
ITEM-000638,ORD-00251,PROD-019,1,403.17,20.16
ITEM-000639,ORD-00252,PROD-047,1,362.21,36.22
ITEM-000640,ORD-00252,PROD-006,2,113.98,11.4
ITEM-000641,ORD-00253,PROD-039,2,420.93,0.0
ITEM-000642,ORD-00253,PROD-004,1,361.03,18.05
ITEM-000643,ORD-00254,PROD-043,2,177.38,8.87
ITEM-000644,ORD-00254,PROD-016,1,406.34,0.0
ITEM-000645,ORD-00254,PROD-026,3,164.85,16.48
ITEM-000646,ORD-00255,PROD-043,3,177.38,17.74
ITEM-000647,ORD-00255,PROD-031,1,481.08,0.0
ITEM-000648,ORD-00255,PROD-002,1,126.71,0.0
ITEM-000649,ORD-00256,PROD-031,2,481.08,48.11
ITEM-000650,ORD-00256,PROD-017,1,295.69,29.57
ITEM-000651,ORD-00256,PROD-035,2,145.51,0.0
ITEM-000652,ORD-00256,PROD-024,2,56.54,2.83
ITEM-000653,ORD-00257,PROD-018,3,188.76,0.0
ITEM-000654,ORD-00257,PROD-010,3,318.94,31.89
ITEM-000655,ORD-00258,PROD-036,1,126.11,6.31
ITEM-000656,ORD-00258,PROD-034,2,100.57,10.06
ITEM-000657,ORD-00259,PROD-046,1,67.45,6.75
ITEM-000658,ORD-00259,PROD-037,3,384.96,38.5
ITEM-000659,ORD-00259,PROD-044,3,465.33,0.0
ITEM-000660,ORD-00259,PROD-008,2,312.09,0.0
ITEM-000661,ORD-00260,PROD-013,3,422.27,0.0
ITEM-000662,ORD-00260,PROD-039,2,420.93,21.05
ITEM-000663,ORD-00260,PROD-047,1,362.21,0.0
ITEM-000664,ORD-00260,PROD-025,3,288.11,14.41
ITEM-000665,ORD-00261,PROD-045,3,48.12,4.81
ITEM-000666,ORD-00262,PROD-007,3,24.77,0.0
ITEM-000667,ORD-00263,PROD-003,1,366.3,18.32
ITEM-000668,ORD-00263,PROD-026,1,164.85,16.48
ITEM-000669,ORD-00263,PROD-039,3,420.93,42.09
ITEM-000670,ORD-00263,PROD-026,1,164.85,8.24
ITEM-000671,ORD-00264,PROD-002,2,126.71,6.34
ITEM-000672,ORD-00264,PROD-020,2,412.9,20.64
ITEM-000673,ORD-00264,PROD-045,3,48.12,0.0
ITEM-000674,ORD-00265,PROD-018,3,188.76,9.44
ITEM-000675,ORD-00265,PROD-039,3,420.93,0.0
ITEM-000676,ORD-00265,PROD-013,2,422.27,0.0
ITEM-000677,ORD-00266,PROD-005,2,174.04,17.4
ITEM-000678,ORD-00266,PROD-033,2,429.48,0.0
ITEM-000679,ORD-00267,PROD-003,2,366.3,0.0
ITEM-000680,ORD-00267,PROD-024,3,56.54,0.0
ITEM-000681,ORD-00268,PROD-044,1,465.33,0.0
ITEM-000682,ORD-00269,PROD-038,3,299.68,14.98
ITEM-000683,ORD-00269,PROD-023,1,46.94,2.35
ITEM-000684,ORD-00269,PROD-048,3,42.37,0.0
ITEM-000685,ORD-00269,PROD-019,1,403.17,20.16
ITEM-000686,ORD-00270,PROD-044,1,465.33,23.27
ITEM-000687,ORD-00270,PROD-042,2,313.98,31.4
ITEM-000688,ORD-00271,PROD-015,2,409.71,40.97
ITEM-000689,ORD-00272,PROD-030,2,85.5,8.55
ITEM-000690,ORD-00272,PROD-034,3,100.57,5.03
ITEM-000691,ORD-00273,PROD-036,3,126.11,12.61
ITEM-000692,ORD-00273,PROD-039,2,420.93,21.05
ITEM-000693,ORD-00273,PROD-044,1,465.33,23.27
ITEM-000694,ORD-00274,PROD-042,3,313.98,31.4
ITEM-000695,ORD-00274,PROD-020,1,412.9,0.0
ITEM-000696,ORD-00274,PROD-034,1,100.57,0.0
ITEM-000697,ORD-00275,PROD-042,2,313.98,15.7
ITEM-000698,ORD-00276,PROD-022,3,109.93,10.99
ITEM-000699,ORD-00276,PROD-015,3,409.71,40.97
ITEM-000700,ORD-00277,PROD-043,3,177.38,0.0
ITEM-000701,ORD-00277,PROD-019,1,403.17,20.16
ITEM-000702,ORD-00278,PROD-042,1,313.98,0.0
ITEM-000703,ORD-00278,PROD-023,1,46.94,4.69
ITEM-000704,ORD-00278,PROD-020,2,412.9,20.64
ITEM-000705,ORD-00279,PROD-004,3,361.03,36.1
ITEM-000706,ORD-00279,PROD-038,3,299.68,0.0
ITEM-000707,ORD-00279,PROD-031,1,481.08,48.11
ITEM-000708,ORD-00279,PROD-008,3,312.09,15.6
ITEM-000709,ORD-00280,PROD-022,2,109.93,10.99
ITEM-000710,ORD-00280,PROD-030,1,85.5,4.28
ITEM-000711,ORD-00281,PROD-021,3,283.54,0.0
ITEM-000712,ORD-00281,PROD-001,2,256.5,12.83
ITEM-000713,ORD-00282,PROD-009,3,117.89,5.89
ITEM-000714,ORD-00283,PROD-035,1,145.51,14.55
ITEM-000715,ORD-00284,PROD-041,3,247.34,0.0
ITEM-000716,ORD-00285,PROD-011,1,401.86,0.0
ITEM-000717,ORD-00285,PROD-020,2,412.9,20.64
ITEM-000718,ORD-00285,PROD-047,3,362.21,36.22
ITEM-000719,ORD-00286,PROD-023,1,46.94,0.0
ITEM-000720,ORD-00286,PROD-026,1,164.85,0.0
ITEM-000721,ORD-00286,PROD-015,3,409.71,0.0
ITEM-000722,ORD-00286,PROD-014,3,49.75,0.0
ITEM-000723,ORD-00287,PROD-025,3,288.11,14.41
ITEM-000724,ORD-00288,PROD-004,3,361.03,0.0
ITEM-000725,ORD-00289,PROD-014,3,49.75,4.98
ITEM-000726,ORD-00289,PROD-041,1,247.34,12.37
ITEM-000727,ORD-00290,PROD-027,1,154.59,15.46
ITEM-000728,ORD-00290,PROD-047,3,362.21,0.0
ITEM-000729,ORD-00291,PROD-034,1,100.57,5.03
ITEM-000730,ORD-00291,PROD-046,2,67.45,3.37
ITEM-000731,ORD-00291,PROD-011,1,401.86,40.19
ITEM-000732,ORD-00292,PROD-043,1,177.38,0.0
ITEM-000733,ORD-00293,PROD-017,3,295.69,0.0
ITEM-000734,ORD-00294,PROD-003,2,366.3,18.32
ITEM-000735,ORD-00294,PROD-044,2,465.33,23.27
ITEM-000736,ORD-00295,PROD-043,3,177.38,0.0
ITEM-000737,ORD-00295,PROD-022,2,109.93,5.5
ITEM-000738,ORD-00296,PROD-008,2,312.09,15.6
ITEM-000739,ORD-00296,PROD-030,2,85.5,4.28
ITEM-000740,ORD-00297,PROD-045,3,48.12,0.0
ITEM-000741,ORD-00297,PROD-011,1,401.86,20.09
ITEM-000742,ORD-00298,PROD-050,2,504.6,50.46
ITEM-000743,ORD-00298,PROD-002,3,126.71,12.67
ITEM-000744,ORD-00298,PROD-009,2,117.89,5.89
ITEM-000745,ORD-00298,PROD-008,2,312.09,15.6
ITEM-000746,ORD-00299,PROD-043,2,177.38,17.74
ITEM-000747,ORD-00299,PROD-034,3,100.57,10.06
ITEM-000748,ORD-00300,PROD-043,3,177.38,17.74
ITEM-000749,ORD-00300,PROD-025,1,288.11,28.81
ITEM-000750,ORD-00300,PROD-040,1,123.57,0.0
ITEM-000751,ORD-00301,PROD-049,2,467.61,23.38
ITEM-000752,ORD-00302,PROD-026,1,164.85,0.0
ITEM-000753,ORD-00302,PROD-030,2,85.5,8.55
ITEM-000754,ORD-00302,PROD-029,1,99.26,4.96
ITEM-000755,ORD-00302,PROD-029,2,99.26,0.0
ITEM-000756,ORD-00303,PROD-006,3,113.98,11.4
ITEM-000757,ORD-00304,PROD-022,2,109.93,0.0
ITEM-000758,ORD-00304,PROD-015,2,409.71,20.49
ITEM-000759,ORD-00304,PROD-036,3,126.11,12.61
ITEM-000760,ORD-00304,PROD-031,3,481.08,48.11
ITEM-000761,ORD-00305,PROD-022,2,109.93,10.99
ITEM-000762,ORD-00306,PROD-009,3,117.89,11.79
ITEM-000763,ORD-00306,PROD-047,2,362.21,0.0
ITEM-000764,ORD-00306,PROD-017,3,295.69,0.0
ITEM-000765,ORD-00306,PROD-013,1,422.27,21.11
ITEM-000766,ORD-00307,PROD-003,3,366.3,36.63
ITEM-000767,ORD-00307,PROD-038,1,299.68,14.98
ITEM-000768,ORD-00307,PROD-030,3,85.5,8.55
ITEM-000769,ORD-00307,PROD-033,1,429.48,21.47
ITEM-000770,ORD-00308,PROD-045,3,48.12,0.0
ITEM-000771,ORD-00308,PROD-047,1,362.21,0.0
ITEM-000772,ORD-00309,PROD-018,2,188.76,9.44
ITEM-000773,ORD-00309,PROD-019,2,403.17,0.0
ITEM-000774,ORD-00310,PROD-046,3,67.45,6.75
ITEM-000775,ORD-00310,PROD-041,1,247.34,0.0
ITEM-000776,ORD-00310,PROD-014,3,49.75,4.98
ITEM-000777,ORD-00311,PROD-033,3,429.48,42.95
ITEM-000778,ORD-00311,PROD-041,2,247.34,24.73
ITEM-000779,ORD-00312,PROD-044,3,465.33,46.53
ITEM-000780,ORD-00312,PROD-019,2,403.17,0.0
ITEM-000781,ORD-00312,PROD-034,1,100.57,0.0
ITEM-000782,ORD-00312,PROD-025,1,288.11,0.0
ITEM-000783,ORD-00313,PROD-044,2,465.33,0.0
ITEM-000784,ORD-00313,PROD-004,3,361.03,18.05
ITEM-000785,ORD-00313,PROD-014,3,49.75,0.0
ITEM-000786,ORD-00314,PROD-048,3,42.37,4.24
ITEM-000787,ORD-00314,PROD-025,1,288.11,28.81
ITEM-000788,ORD-00315,PROD-027,3,154.59,7.73
ITEM-000789,ORD-00315,PROD-036,1,126.11,0.0
ITEM-000790,ORD-00315,PROD-048,2,42.37,0.0
ITEM-000791,ORD-00315,PROD-040,2,123.57,0.0
ITEM-000792,ORD-00316,PROD-050,3,504.6,0.0
ITEM-000793,ORD-00316,PROD-019,2,403.17,0.0
ITEM-000794,ORD-00317,PROD-003,2,366.3,18.32
ITEM-000795,ORD-00317,PROD-036,2,126.11,0.0
ITEM-000796,ORD-00317,PROD-011,3,401.86,20.09
ITEM-000797,ORD-00317,PROD-001,2,256.5,12.83
ITEM-000798,ORD-00318,PROD-032,3,281.69,28.17
ITEM-000799,ORD-00318,PROD-023,1,46.94,4.69
ITEM-000800,ORD-00318,PROD-021,3,283.54,0.0
ITEM-000801,ORD-00319,PROD-006,2,113.98,0.0
ITEM-000802,ORD-00319,PROD-014,3,49.75,2.49
ITEM-000803,ORD-00319,PROD-022,2,109.93,5.5
ITEM-000804,ORD-00319,PROD-014,3,49.75,4.98
ITEM-000805,ORD-00320,PROD-003,3,366.3,18.32
ITEM-000806,ORD-00320,PROD-025,1,288.11,14.41
ITEM-000807,ORD-00321,PROD-032,1,281.69,14.08
ITEM-000808,ORD-00321,PROD-042,1,313.98,15.7
ITEM-000809,ORD-00321,PROD-033,1,429.48,0.0
ITEM-000810,ORD-00321,PROD-011,3,401.86,40.19
ITEM-000811,ORD-00322,PROD-007,1,24.77,2.48
ITEM-000812,ORD-00322,PROD-045,3,48.12,2.41
ITEM-000813,ORD-00322,PROD-042,1,313.98,31.4
ITEM-000814,ORD-00322,PROD-044,1,465.33,0.0
ITEM-000815,ORD-00323,PROD-036,1,126.11,12.61
ITEM-000816,ORD-00323,PROD-015,2,409.71,20.49
ITEM-000817,ORD-00323,PROD-025,2,288.11,28.81
ITEM-000818,ORD-00324,PROD-042,3,313.98,31.4
ITEM-000819,ORD-00325,PROD-019,3,403.17,20.16
ITEM-000820,ORD-00326,PROD-031,1,481.08,48.11
ITEM-000821,ORD-00327,PROD-041,1,247.34,12.37
ITEM-000822,ORD-00327,PROD-044,3,465.33,46.53
ITEM-000823,ORD-00327,PROD-024,1,56.54,5.65
ITEM-000824,ORD-00328,PROD-035,3,145.51,0.0
ITEM-000825,ORD-00328,PROD-020,1,412.9,41.29
ITEM-000826,ORD-00328,PROD-048,3,42.37,2.12
ITEM-000827,ORD-00328,PROD-014,2,49.75,4.98
ITEM-000828,ORD-00329,PROD-013,1,422.27,0.0
ITEM-000829,ORD-00329,PROD-043,3,177.38,0.0
ITEM-000830,ORD-00329,PROD-049,3,467.61,23.38
ITEM-000831,ORD-00330,PROD-047,3,362.21,18.11
ITEM-000832,ORD-00330,PROD-022,2,109.93,0.0
ITEM-000833,ORD-00331,PROD-021,2,283.54,14.18
ITEM-000834,ORD-00331,PROD-022,3,109.93,10.99
ITEM-000835,ORD-00332,PROD-011,1,401.86,20.09
ITEM-000836,ORD-00332,PROD-016,1,406.34,40.63
ITEM-000837,ORD-00332,PROD-048,3,42.37,2.12
ITEM-000838,ORD-00332,PROD-018,2,188.76,0.0
ITEM-000839,ORD-00333,PROD-032,3,281.69,0.0
ITEM-000840,ORD-00333,PROD-012,3,149.72,14.97
ITEM-000841,ORD-00333,PROD-006,2,113.98,0.0
ITEM-000842,ORD-00334,PROD-002,3,126.71,12.67
ITEM-000843,ORD-00335,PROD-035,3,145.51,7.28
ITEM-000844,ORD-00335,PROD-042,1,313.98,15.7
ITEM-000845,ORD-00335,PROD-026,1,164.85,16.48
ITEM-000846,ORD-00336,PROD-024,3,56.54,0.0
ITEM-000847,ORD-00336,PROD-043,1,177.38,17.74
ITEM-000848,ORD-00336,PROD-044,1,465.33,46.53
ITEM-000849,ORD-00336,PROD-009,2,117.89,0.0
ITEM-000850,ORD-00337,PROD-015,2,409.71,0.0
ITEM-000851,ORD-00338,PROD-025,2,288.11,14.41
ITEM-000852,ORD-00338,PROD-003,1,366.3,36.63
ITEM-000853,ORD-00338,PROD-021,1,283.54,28.35
ITEM-000854,ORD-00339,PROD-025,3,288.11,14.41
ITEM-000855,ORD-00339,PROD-024,3,56.54,5.65
ITEM-000856,ORD-00340,PROD-032,2,281.69,28.17
ITEM-000857,ORD-00340,PROD-001,3,256.5,0.0
ITEM-000858,ORD-00340,PROD-029,1,99.26,0.0
ITEM-000859,ORD-00341,PROD-043,1,177.38,8.87
ITEM-000860,ORD-00342,PROD-042,2,313.98,0.0
ITEM-000861,ORD-00342,PROD-016,1,406.34,0.0
ITEM-000862,ORD-00343,PROD-004,1,361.03,18.05
ITEM-000863,ORD-00343,PROD-012,3,149.72,7.49
ITEM-000864,ORD-00344,PROD-014,2,49.75,4.98
ITEM-000865,ORD-00345,PROD-040,3,123.57,12.36
ITEM-000866,ORD-00345,PROD-017,1,295.69,29.57
ITEM-000867,ORD-00346,PROD-025,1,288.11,0.0
ITEM-000868,ORD-00346,PROD-002,1,126.71,12.67
ITEM-000869,ORD-00346,PROD-033,3,429.48,21.47
ITEM-000870,ORD-00346,PROD-010,3,318.94,0.0
ITEM-000871,ORD-00347,PROD-006,2,113.98,11.4
ITEM-000872,ORD-00348,PROD-024,1,56.54,5.65
ITEM-000873,ORD-00348,PROD-034,2,100.57,0.0
ITEM-000874,ORD-00348,PROD-031,2,481.08,24.05
ITEM-000875,ORD-00348,PROD-038,3,299.68,29.97
ITEM-000876,ORD-00349,PROD-006,2,113.98,11.4
ITEM-000877,ORD-00349,PROD-035,2,145.51,7.28
ITEM-000878,ORD-00350,PROD-034,1,100.57,5.03
ITEM-000879,ORD-00351,PROD-028,3,317.59,31.76
ITEM-000880,ORD-00351,PROD-017,2,295.69,29.57
ITEM-000881,ORD-00352,PROD-027,3,154.59,15.46
ITEM-000882,ORD-00352,PROD-031,1,481.08,24.05
ITEM-000883,ORD-00353,PROD-048,1,42.37,4.24
ITEM-000884,ORD-00353,PROD-008,3,312.09,0.0
ITEM-000885,ORD-00353,PROD-029,3,99.26,0.0
ITEM-000886,ORD-00353,PROD-007,1,24.77,2.48
ITEM-000887,ORD-00354,PROD-011,2,401.86,40.19
ITEM-000888,ORD-00355,PROD-017,1,295.69,14.78
ITEM-000889,ORD-00356,PROD-046,3,67.45,0.0
ITEM-000890,ORD-00356,PROD-050,1,504.6,50.46
ITEM-000891,ORD-00356,PROD-032,2,281.69,0.0
ITEM-000892,ORD-00357,PROD-040,1,123.57,12.36
ITEM-000893,ORD-00357,PROD-003,2,366.3,0.0
ITEM-000894,ORD-00358,PROD-043,2,177.38,8.87
ITEM-000895,ORD-00358,PROD-038,1,299.68,29.97
ITEM-000896,ORD-00358,PROD-001,3,256.5,25.65
ITEM-000897,ORD-00359,PROD-023,2,46.94,0.0
ITEM-000898,ORD-00359,PROD-039,1,420.93,21.05
ITEM-000899,ORD-00359,PROD-026,3,164.85,0.0
