kpi_id,employee_id,evaluation_period,target_score,actual_score,completion_rate,rating,reviewer_id
KPI0330,EMP136,2025-Q2,100.0,111.1,111.1,Xuất sắc,EMP002
KPI0331,EMP137,2025-Q2,100.0,83.0,83.0,Cần cải thiện,EMP002
KPI0332,EMP138,2025-Q2,100.0,103.0,103.0,Đạt,EMP003
KPI0333,EMP139,2025-Q2,100.0,95.3,95.3,Đạt,EMP002
KPI0334,EMP141,2025-Q2,100.0,93.2,93.2,Đạt,EMP008
KPI0335,EMP142,2025-Q2,100.0,81.0,81.0,Cần cải thiện,EMP002
KPI0336,EMP143,2025-Q2,100.0,99.8,99.8,Đạt,EMP002
KPI0337,EMP144,2025-Q2,100.0,82.9,82.9,Cần cải thiện,EMP002
KPI0338,EMP145,2025-Q2,100.0,88.0,88.0,Cần cải thiện,EMP003
KPI0339,EMP146,2025-Q2,100.0,82.9,82.9,Cần cải thiện,EMP001
KPI0340,EMP147,2025-Q2,100.0,103.2,103.2,Đạt,EMP001
KPI0341,EMP148,2025-Q2,100.0,84.1,84.1,Cần cải thiện,EMP002
KPI0342,EMP149,2025-Q2,100.0,100.2,100.2,Đạt,EMP001
KPI0343,EMP150,2025-Q2,100.0,85.6,85.6,Cần cải thiện,EMP001
KPI0344,EMP151,2025-Q2,100.0,113.9,113.9,Xuất sắc,EMP001
KPI0345,EMP152,2025-Q2,100.0,100.5,100.5,Đạt,EMP003
KPI0346,EMP153,2025-Q2,100.0,90.0,90.0,Đạt,EMP002
KPI0347,EMP154,2025-Q2,100.0,86.3,86.3,Cần cải thiện,EMP008
KPI0348,EMP155,2025-Q2,100.0,94.1,94.1,Đạt,EMP001
KPI0349,EMP157,2025-Q2,100.0,100.6,100.6,Đạt,EMP008
KPI0350,EMP158,2025-Q2,100.0,109.5,109.5,Xuất sắc,EMP008
KPI0351,EMP159,2025-Q2,100.0,93.8,93.8,Đạt,EMP001
KPI0352,EMP161,2025-Q2,100.0,83.1,83.1,Cần cải thiện,EMP010
KPI0353,EMP162,2025-Q2,100.0,77.9,77.9,Cần cải thiện,EMP003
KPI0354,EMP163,2025-Q2,100.0,108.8,108.8,Xuất sắc,EMP003
KPI0355,EMP164,2025-Q2,100.0,100.4,100.4,Đạt,EMP002
KPI0356,EMP165,2025-Q2,100.0,86.3,86.3,Cần cải thiện,EMP003
KPI0357,EMP166,2025-Q2,100.0,100.2,100.2,Đạt,EMP002
KPI0358,EMP167,2025-Q2,100.0,112.6,112.6,Xuất sắc,EMP010
KPI0359,EMP168,2025-Q2,100.0,99.1,99.1,Đạt,EMP001
KPI0360,EMP169,2025-Q2,100.0,108.8,108.8,Xuất sắc,EMP008
KPI0361,EMP170,2025-Q2,100.0,107.8,107.8,Xuất sắc,EMP003
KPI0362,EMP171,2025-Q2,100.0,81.3,81.3,Cần cải thiện,EMP002
KPI0363,EMP172,2025-Q2,100.0,114.1,114.1,Xuất sắc,EMP002
KPI0364,EMP173,2025-Q2,100.0,107.7,107.7,Xuất sắc,EMP008
KPI0365,EMP175,2025-Q2,100.0,94.3,94.3,Đạt,EMP003
KPI0366,EMP176,2025-Q2,100.0,82.3,82.3,Cần cải thiện,EMP002
KPI0367,EMP177,2025-Q2,100.0,65.7,65.7,Không đạt,EMP008
KPI0368,EMP179,2025-Q2,100.0,100.5,100.5,Đạt,EMP001
KPI0369,EMP180,2025-Q2,100.0,91.8,91.8,Đạt,EMP001
KPI0370,EMP181,2025-Q2,100.0,87.7,87.7,Cần cải thiện,EMP008
KPI0371,EMP182,2025-Q2,100.0,92.3,92.3,Đạt,EMP003
KPI0372,EMP183,2025-Q2,100.0,111.7,111.7,Xuất sắc,EMP002
KPI0373,EMP184,2025-Q2,100.0,85.7,85.7,Cần cải thiện,EMP010
KPI0374,EMP185,2025-Q2,100.0,84.5,84.5,Cần cải thiện,EMP002
KPI0375,EMP186,2025-Q2,100.0,78.8,78.8,Cần cải thiện,EMP001
KPI0376,EMP187,2025-Q2,100.0,110.0,110.0,Xuất sắc,EMP010
KPI0377,EMP189,2025-Q2,100.0,89.6,89.6,Cần cải thiện,EMP001
KPI0378,EMP190,2025-Q2,100.0,83.5,83.5,Cần cải thiện,EMP002
KPI0379,EMP191,2025-Q2,100.0,96.1,96.1,Đạt,EMP001
KPI0380,EMP192,2025-Q2,100.0,100.2,100.2,Đạt,EMP008
KPI0381,EMP193,2025-Q2,100.0,99.9,99.9,Đạt,EMP001
KPI0382,EMP194,2025-Q2,100.0,71.9,71.9,Cần cải thiện,EMP002
KPI0383,EMP195,2025-Q2,100.0,109.5,109.5,Xuất sắc,EMP008
KPI0384,EMP197,2025-Q2,100.0,103.3,103.3,Đạt,EMP001
KPI0385,EMP198,2025-Q2,100.0,114.9,114.9,Xuất sắc,EMP008
KPI0386,EMP201,2025-Q2,100.0,101.7,101.7,Đạt,EMP003
KPI0387,EMP202,2025-Q2,100.0,109.3,109.3,Xuất sắc,EMP002
KPI0388,EMP203,2025-Q2,100.0,73.4,73.4,Cần cải thiện,EMP008
KPI0389,EMP205,2025-Q2,100.0,73.0,73.0,Cần cải thiện,EMP002
KPI0390,EMP207,2025-Q2,100.0,103.1,103.1,Đạt,EMP001
KPI0391,EMP208,2025-Q2,100.0,85.1,85.1,Cần cải thiện,EMP001
KPI0392,EMP209,2025-Q2,100.0,106.4,106.4,Xuất sắc,EMP008
KPI0393,EMP210,2025-Q2,100.0,87.5,87.5,Cần cải thiện,EMP001
KPI0394,EMP211,2025-Q2,100.0,103.0,103.0,Đạt,EMP001
KPI0395,EMP212,2025-Q2,100.0,97.6,97.6,Đạt,EMP002
KPI0396,EMP213,2025-Q2,100.0,94.9,94.9,Đạt,EMP001
KPI0397,EMP214,2025-Q2,100.0,89.2,89.2,Cần cải thiện,EMP001
KPI0398,EMP217,2025-Q2,100.0,79.1,79.1,Cần cải thiện,EMP002
KPI0399,EMP218,2025-Q2,100.0,107.4,107.4,Xuất sắc,EMP001
KPI0400,EMP219,2025-Q2,100.0,74.2,74.2,Cần cải thiện,EMP002
KPI0401,EMP220,2025-Q2,100.0,80.5,80.5,Cần cải thiện,EMP002
KPI0402,EMP221,2025-Q2,100.0,79.4,79.4,Cần cải thiện,EMP001
KPI0403,EMP223,2025-Q2,100.0,114.4,114.4,Xuất sắc,EMP002
KPI0404,EMP225,2025-Q2,100.0,98.0,98.0,Đạt,EMP001
KPI0405,EMP227,2025-Q2,100.0,80.4,80.4,Cần cải thiện,EMP002
KPI0406,EMP228,2025-Q2,100.0,74.0,74.0,Cần cải thiện,EMP002
KPI0407,EMP230,2025-Q2,100.0,92.1,92.1,Đạt,EMP010
KPI0408,EMP231,2025-Q2,100.0,81.8,81.8,Cần cải thiện,EMP001
KPI0409,EMP232,2025-Q2,100.0,103.7,103.7,Đạt,EMP001
KPI0410,EMP233,2025-Q2,100.0,111.0,111.0,Xuất sắc,EMP008
KPI0411,EMP235,2025-Q2,100.0,108.3,108.3,Xuất sắc,EMP008
KPI0412,EMP236,2025-Q2,100.0,97.4,97.4,Đạt,EMP001
KPI0413,EMP237,2025-Q2,100.0,83.6,83.6,Cần cải thiện,EMP008
KPI0414,EMP238,2025-Q2,100.0,83.1,83.1,Cần cải thiện,EMP003
KPI0415,EMP239,2025-Q2,100.0,86.9,86.9,Cần cải thiện,EMP002
KPI0416,EMP240,2025-Q2,100.0,99.0,99.0,Đạt,EMP008
KPI0417,EMP241,2025-Q2,100.0,101.5,101.5,Đạt,EMP001
KPI0418,EMP242,2025-Q2,100.0,82.4,82.4,Cần cải thiện,EMP008
KPI0419,EMP243,2025-Q2,100.0,111.8,111.8,Xuất sắc,EMP001
KPI0420,EMP244,2025-Q2,100.0,74.7,74.7,Cần cải thiện,EMP008
KPI0421,EMP245,2025-Q2,100.0,77.9,77.9,Cần cải thiện,EMP001
KPI0422,EMP246,2025-Q2,100.0,96.0,96.0,Đạt,EMP008
KPI0423,EMP248,2025-Q2,100.0,73.1,73.1,Cần cải thiện,EMP008
KPI0424,EMP249,2025-Q2,100.0,87.2,87.2,Cần cải thiện,EMP010
KPI0425,EMP250,2025-Q2,100.0,101.1,101.1,Đạt,EMP008
KPI0426,EMP001,2025-Q3,100.0,101.6,101.6,Đạt,EMP001
KPI0427,EMP002,2025-Q3,100.0,99.3,99.3,Đạt,EMP001
KPI0428,EMP003,2025-Q3,100.0,84.9,84.9,Cần cải thiện,EMP001
KPI0429,EMP004,2025-Q3,100.0,86.8,86.8,Cần cải thiện,EMP003
KPI0430,EMP005,2025-Q3,100.0,100.3,100.3,Đạt,EMP001
KPI0431,EMP006,2025-Q3,100.0,113.3,113.3,Xuất sắc,EMP001
KPI0432,EMP007,2025-Q3,100.0,76.1,76.1,Cần cải thiện,EMP001
KPI0433,EMP008,2025-Q3,100.0,81.0,81.0,Cần cải thiện,EMP001
KPI0434,EMP009,2025-Q3,100.0,81.8,81.8,Cần cải thiện,EMP002
KPI0435,EMP010,2025-Q3,100.0,74.8,74.8,Cần cải thiện,EMP001
KPI0436,EMP011,2025-Q3,100.0,111.1,111.1,Xuất sắc,EMP002
KPI0437,EMP012,2025-Q3,100.0,97.7,97.7,Đạt,EMP008
KPI0438,EMP013,2025-Q3,100.0,105.2,105.2,Xuất sắc,EMP002
KPI0439,EMP014,2025-Q3,100.0,101.5,101.5,Đạt,EMP003
KPI0440,EMP015,2025-Q3,100.0,101.4,101.4,Đạt,EMP008
KPI0441,EMP016,2025-Q3,100.0,107.4,107.4,Xuất sắc,EMP010
KPI0442,EMP019,2025-Q3,100.0,72.3,72.3,Cần cải thiện,EMP002
KPI0443,EMP020,2025-Q3,100.0,98.7,98.7,Đạt,EMP002
KPI0444,EMP021,2025-Q3,100.0,107.8,107.8,Xuất sắc,EMP008
KPI0445,EMP022,2025-Q3,100.0,86.2,86.2,Cần cải thiện,EMP002
KPI0446,EMP023,2025-Q3,100.0,75.4,75.4,Cần cải thiện,EMP002
KPI0447,EMP024,2025-Q3,100.0,103.0,103.0,Đạt,EMP002
KPI0448,EMP025,2025-Q3,100.0,110.9,110.9,Xuất sắc,EMP001
KPI0449,EMP026,2025-Q3,100.0,76.8,76.8,Cần cải thiện,EMP003
KPI0450,EMP027,2025-Q3,100.0,82.3,82.3,Cần cải thiện,EMP002
KPI0451,EMP028,2025-Q3,100.0,87.2,87.2,Cần cải thiện,EMP001
KPI0452,EMP029,2025-Q3,100.0,73.3,73.3,Cần cải thiện,EMP002
KPI0453,EMP030,2025-Q3,100.0,114.7,114.7,Xuất sắc,EMP002
KPI0454,EMP031,2025-Q3,100.0,79.2,79.2,Cần cải thiện,EMP002
KPI0455,EMP032,2025-Q3,100.0,87.4,87.4,Cần cải thiện,EMP003
KPI0456,EMP035,2025-Q3,100.0,110.1,110.1,Xuất sắc,EMP002
KPI0457,EMP036,2025-Q3,100.0,107.1,107.1,Xuất sắc,EMP001
KPI0458,EMP037,2025-Q3,100.0,58.4,58.4,Không đạt,EMP010
KPI0459,EMP038,2025-Q3,100.0,90.7,90.7,Đạt,EMP001
KPI0460,EMP040,2025-Q3,100.0,101.1,101.1,Đạt,EMP001
KPI0461,EMP041,2025-Q3,100.0,111.0,111.0,Xuất sắc,EMP008
KPI0462,EMP042,2025-Q3,100.0,106.7,106.7,Xuất sắc,EMP002
KPI0463,EMP043,2025-Q3,100.0,86.8,86.8,Cần cải thiện,EMP003
KPI0464,EMP044,2025-Q3,100.0,101.8,101.8,Đạt,EMP001
KPI0465,EMP045,2025-Q3,100.0,94.5,94.5,Đạt,EMP008
KPI0466,EMP046,2025-Q3,100.0,66.4,66.4,Không đạt,EMP008
KPI0467,EMP047,2025-Q3,100.0,94.7,94.7,Đạt,EMP002
KPI0468,EMP048,2025-Q3,100.0,95.8,95.8,Đạt,EMP001
KPI0469,EMP049,2025-Q3,100.0,101.1,101.1,Đạt,EMP001
KPI0470,EMP050,2025-Q3,100.0,87.0,87.0,Cần cải thiện,EMP002
KPI0471,EMP051,2025-Q3,100.0,86.7,86.7,Cần cải thiện,EMP003
KPI0472,EMP052,2025-Q3,100.0,75.5,75.5,Cần cải thiện,EMP002
KPI0473,EMP053,2025-Q3,100.0,99.2,99.2,Đạt,EMP002
KPI0474,EMP054,2025-Q3,100.0,90.5,90.5,Đạt,EMP003
KPI0475,EMP055,2025-Q3,100.0,73.8,73.8,Cần cải thiện,EMP008
KPI0476,EMP056,2025-Q3,100.0,98.0,98.0,Đạt,EMP001
KPI0477,EMP057,2025-Q3,100.0,111.1,111.1,Xuất sắc,EMP008
KPI0478,EMP058,2025-Q3,100.0,75.5,75.5,Cần cải thiện,EMP003
KPI0479,EMP059,2025-Q3,100.0,82.0,82.0,Cần cải thiện,EMP002
KPI0480,EMP060,2025-Q3,100.0,76.0,76.0,Cần cải thiện,EMP010
KPI0481,EMP062,2025-Q3,100.0,92.5,92.5,Đạt,EMP002
KPI0482,EMP063,2025-Q3,100.0,110.8,110.8,Xuất sắc,EMP010
KPI0483,EMP064,2025-Q3,100.0,85.1,85.1,Cần cải thiện,EMP002
KPI0484,EMP065,2025-Q3,100.0,107.6,107.6,Xuất sắc,EMP003
KPI0485,EMP067,2025-Q3,100.0,62.2,62.2,Không đạt,EMP010
KPI0486,EMP069,2025-Q3,100.0,101.4,101.4,Đạt,EMP003
KPI0487,EMP070,2025-Q3,100.0,70.8,70.8,Cần cải thiện,EMP001
KPI0488,EMP071,2025-Q3,100.0,102.0,102.0,Đạt,EMP010
KPI0489,EMP072,2025-Q3,100.0,111.7,111.7,Xuất sắc,EMP001
KPI0490,EMP073,2025-Q3,100.0,64.6,64.6,Không đạt,EMP003
KPI0491,EMP074,2025-Q3,100.0,92.4,92.4,Đạt,EMP001
KPI0492,EMP075,2025-Q3,100.0,95.4,95.4,Đạt,EMP008
KPI0493,EMP076,2025-Q3,100.0,76.6,76.6,Cần cải thiện,EMP001
KPI0494,EMP077,2025-Q3,100.0,91.6,91.6,Đạt,EMP008
KPI0495,EMP078,2025-Q3,100.0,82.6,82.6,Cần cải thiện,EMP001
KPI0496,EMP079,2025-Q3,100.0,82.8,82.8,Cần cải thiện,EMP008
KPI0497,EMP080,2025-Q3,100.0,76.1,76.1,Cần cải thiện,EMP002
KPI0498,EMP083,2025-Q3,100.0,108.3,108.3,Xuất sắc,EMP003
KPI0499,EMP084,2025-Q3,100.0,108.4,108.4,Xuất sắc,EMP008
KPI0500,EMP085,2025-Q3,100.0,100.7,100.7,Đạt,EMP001
KPI0501,EMP086,2025-Q3,100.0,107.7,107.7,Xuất sắc,EMP001
KPI0502,EMP087,2025-Q3,100.0,88.1,88.1,Cần cải thiện,EMP002
KPI0503,EMP088,2025-Q3,100.0,90.2,90.2,Đạt,EMP001
KPI0504,EMP089,2025-Q3,100.0,103.0,103.0,Đạt,EMP003
KPI0505,EMP090,2025-Q3,100.0,109.4,109.4,Xuất sắc,EMP008
KPI0506,EMP091,2025-Q3,100.0,79.2,79.2,Cần cải thiện,EMP002
KPI0507,EMP092,2025-Q3,100.0,90.3,90.3,Đạt,EMP001
KPI0508,EMP093,2025-Q3,100.0,110.0,110.0,Xuất sắc,EMP002
KPI0509,EMP094,2025-Q3,100.0,79.5,79.5,Cần cải thiện,EMP002
KPI0510,EMP095,2025-Q3,100.0,90.2,90.2,Đạt,EMP001
KPI0511,EMP096,2025-Q3,100.0,94.1,94.1,Đạt,EMP010
KPI0512,EMP097,2025-Q3,100.0,94.6,94.6,Đạt,EMP001
KPI0513,EMP098,2025-Q3,100.0,94.0,94.0,Đạt,EMP002
KPI0514,EMP099,2025-Q3,100.0,105.7,105.7,Xuất sắc,EMP002
KPI0515,EMP100,2025-Q3,100.0,91.0,91.0,Đạt,EMP008
KPI0516,EMP101,2025-Q3,100.0,78.9,78.9,Cần cải thiện,EMP003
KPI0517,EMP102,2025-Q3,100.0,97.3,97.3,Đạt,EMP001
KPI0518,EMP103,2025-Q3,100.0,112.1,112.1,Xuất sắc,EMP001
KPI0519,EMP104,2025-Q3,100.0,90.2,90.2,Đạt,EMP008
KPI0520,EMP105,2025-Q3,100.0,82.1,82.1,Cần cải thiện,EMP001
KPI0521,EMP106,2025-Q3,100.0,98.0,98.0,Đạt,EMP001
KPI0522,EMP107,2025-Q3,100.0,90.6,90.6,Đạt,EMP001
KPI0523,EMP108,2025-Q3,100.0,72.9,72.9,Cần cải thiện,EMP010
KPI0524,EMP109,2025-Q3,100.0,108.3,108.3,Xuất sắc,EMP002
KPI0525,EMP110,2025-Q3,100.0,111.7,111.7,Xuất sắc,EMP001
KPI0526,EMP111,2025-Q3,100.0,97.7,97.7,Đạt,EMP008
KPI0527,EMP112,2025-Q3,100.0,112.8,112.8,Xuất sắc,EMP002
KPI0528,EMP113,2025-Q3,100.0,90.7,90.7,Đạt,EMP001
KPI0529,EMP114,2025-Q3,100.0,93.2,93.2,Đạt,EMP002
KPI0530,EMP115,2025-Q3,100.0,74.6,74.6,Cần cải thiện,EMP001
KPI0531,EMP116,2025-Q3,100.0,86.4,86.4,Cần cải thiện,EMP010
KPI0532,EMP117,2025-Q3,100.0,102.6,102.6,Đạt,EMP001
KPI0533,EMP120,2025-Q3,100.0,103.0,103.0,Đạt,EMP010
KPI0534,EMP121,2025-Q3,100.0,107.3,107.3,Xuất sắc,EMP001
KPI0535,EMP122,2025-Q3,100.0,95.2,95.2,Đạt,EMP008
KPI0536,EMP123,2025-Q3,100.0,111.5,111.5,Xuất sắc,EMP002
KPI0537,EMP124,2025-Q3,100.0,77.4,77.4,Cần cải thiện,EMP010
KPI0538,EMP125,2025-Q3,100.0,70.6,70.6,Cần cải thiện,EMP010
KPI0539,EMP126,2025-Q3,100.0,103.1,103.1,Đạt,EMP001
KPI0540,EMP127,2025-Q3,100.0,91.0,91.0,Đạt,EMP001
KPI0541,EMP128,2025-Q3,100.0,101.1,101.1,Đạt,EMP002
KPI0542,EMP129,2025-Q3,100.0,76.3,76.3,Cần cải thiện,EMP001
KPI0543,EMP130,2025-Q3,100.0,79.4,79.4,Cần cải thiện,EMP008
KPI0544,EMP131,2025-Q3,100.0,104.7,104.7,Đạt,EMP002
KPI0545,EMP132,2025-Q3,100.0,84.1,84.1,Cần cải thiện,EMP008
KPI0546,EMP133,2025-Q3,100.0,81.9,81.9,Cần cải thiện,EMP001
KPI0547,EMP134,2025-Q3,100.0,105.3,105.3,Xuất sắc,EMP002
KPI0548,EMP135,2025-Q3,100.0,111.5,111.5,Xuất sắc,EMP001
KPI0549,EMP136,2025-Q3,100.0,94.8,94.8,Đạt,EMP002
KPI0550,EMP137,2025-Q3,100.0,73.7,73.7,Cần cải thiện,EMP002
KPI0551,EMP138,2025-Q3,100.0,93.6,93.6,Đạt,EMP003
KPI0552,EMP139,2025-Q3,100.0,108.6,108.6,Xuất sắc,EMP002
KPI0553,EMP141,2025-Q3,100.0,75.9,75.9,Cần cải thiện,EMP008
KPI0554,EMP142,2025-Q3,100.0,84.5,84.5,Cần cải thiện,EMP002
KPI0555,EMP143,2025-Q3,100.0,78.5,78.5,Cần cải thiện,EMP002
KPI0556,EMP144,2025-Q3,100.0,78.2,78.2,Cần cải thiện,EMP002
KPI0557,EMP145,2025-Q3,100.0,98.1,98.1,Đạt,EMP003
KPI0558,EMP146,2025-Q3,100.0,82.4,82.4,Cần cải thiện,EMP001
KPI0559,EMP147,2025-Q3,100.0,84.8,84.8,Cần cải thiện,EMP001
KPI0560,EMP148,2025-Q3,100.0,74.0,74.0,Cần cải thiện,EMP002
KPI0561,EMP149,2025-Q3,100.0,101.2,101.2,Đạt,EMP001
KPI0562,EMP151,2025-Q3,100.0,95.8,95.8,Đạt,EMP001
KPI0563,EMP152,2025-Q3,100.0,105.8,105.8,Xuất sắc,EMP003
KPI0564,EMP153,2025-Q3,100.0,82.2,82.2,Cần cải thiện,EMP002
KPI0565,EMP154,2025-Q3,100.0,60.7,60.7,Không đạt,EMP008
KPI0566,EMP155,2025-Q3,100.0,77.7,77.7,Cần cải thiện,EMP001
KPI0567,EMP156,2025-Q3,100.0,87.6,87.6,Cần cải thiện,EMP001
KPI0568,EMP157,2025-Q3,100.0,88.0,88.0,Cần cải thiện,EMP008
KPI0569,EMP158,2025-Q3,100.0,88.3,88.3,Cần cải thiện,EMP008
KPI0570,EMP159,2025-Q3,100.0,79.9,79.9,Cần cải thiện,EMP001
KPI0571,EMP160,2025-Q3,100.0,98.2,98.2,Đạt,EMP003
KPI0572,EMP162,2025-Q3,100.0,57.5,57.5,Không đạt,EMP003
KPI0573,EMP163,2025-Q3,100.0,86.2,86.2,Cần cải thiện,EMP003
KPI0574,EMP164,2025-Q3,100.0,97.4,97.4,Đạt,EMP002
KPI0575,EMP165,2025-Q3,100.0,72.2,72.2,Cần cải thiện,EMP003
KPI0576,EMP166,2025-Q3,100.0,99.0,99.0,Đạt,EMP002
KPI0577,EMP167,2025-Q3,100.0,80.3,80.3,Cần cải thiện,EMP010
KPI0578,EMP168,2025-Q3,100.0,75.7,75.7,Cần cải thiện,EMP001
KPI0579,EMP169,2025-Q3,100.0,108.6,108.6,Xuất sắc,EMP008
KPI0580,EMP170,2025-Q3,100.0,80.7,80.7,Cần cải thiện,EMP003
KPI0581,EMP171,2025-Q3,100.0,84.9,84.9,Cần cải thiện,EMP002
KPI0582,EMP172,2025-Q3,100.0,90.7,90.7,Đạt,EMP002
KPI0583,EMP173,2025-Q3,100.0,98.4,98.4,Đạt,EMP008
KPI0584,EMP175,2025-Q3,100.0,81.7,81.7,Cần cải thiện,EMP003
KPI0585,EMP176,2025-Q3,100.0,106.2,106.2,Xuất sắc,EMP002
KPI0586,EMP177,2025-Q3,100.0,75.4,75.4,Cần cải thiện,EMP008
KPI0587,EMP178,2025-Q3,100.0,101.5,101.5,Đạt,EMP002
KPI0588,EMP179,2025-Q3,100.0,108.8,108.8,Xuất sắc,EMP001
KPI0589,EMP180,2025-Q3,100.0,100.6,100.6,Đạt,EMP001
KPI0590,EMP181,2025-Q3,100.0,97.2,97.2,Đạt,EMP008
KPI0591,EMP182,2025-Q3,100.0,92.8,92.8,Đạt,EMP003
KPI0592,EMP183,2025-Q3,100.0,101.2,101.2,Đạt,EMP002
KPI0593,EMP185,2025-Q3,100.0,76.6,76.6,Cần cải thiện,EMP002
KPI0594,EMP186,2025-Q3,100.0,72.7,72.7,Cần cải thiện,EMP001
KPI0595,EMP187,2025-Q3,100.0,78.3,78.3,Cần cải thiện,EMP010
KPI0596,EMP188,2025-Q3,100.0,97.1,97.1,Đạt,EMP010
KPI0597,EMP189,2025-Q3,100.0,112.8,112.8,Xuất sắc,EMP001
KPI0598,EMP190,2025-Q3,100.0,76.5,76.5,Cần cải thiện,EMP002
KPI0599,EMP191,2025-Q3,100.0,98.0,98.0,Đạt,EMP001
KPI0600,EMP192,2025-Q3,100.0,88.8,88.8,Cần cải thiện,EMP008
KPI0601,EMP193,2025-Q3,100.0,105.6,105.6,Xuất sắc,EMP001
KPI0602,EMP194,2025-Q3,100.0,62.8,62.8,Không đạt,EMP002
KPI0603,EMP195,2025-Q3,100.0,74.8,74.8,Cần cải thiện,EMP008
KPI0604,EMP196,2025-Q3,100.0,91.4,91.4,Đạt,EMP001
KPI0605,EMP197,2025-Q3,100.0,108.9,108.9,Xuất sắc,EMP001
KPI0606,EMP198,2025-Q3,100.0,93.9,93.9,Đạt,EMP008
KPI0607,EMP201,2025-Q3,100.0,108.2,108.2,Xuất sắc,EMP003
KPI0608,EMP202,2025-Q3,100.0,78.1,78.1,Cần cải thiện,EMP002
KPI0609,EMP203,2025-Q3,100.0,98.4,98.4,Đạt,EMP008
KPI0610,EMP204,2025-Q3,100.0,104.0,104.0,Đạt,EMP001
KPI0611,EMP205,2025-Q3,100.0,103.4,103.4,Đạt,EMP002
KPI0612,EMP206,2025-Q3,100.0,93.0,93.0,Đạt,EMP001
KPI0613,EMP207,2025-Q3,100.0,107.3,107.3,Xuất sắc,EMP001
KPI0614,EMP208,2025-Q3,100.0,78.7,78.7,Cần cải thiện,EMP001
KPI0615,EMP209,2025-Q3,100.0,76.2,76.2,Cần cải thiện,EMP008
KPI0616,EMP210,2025-Q3,100.0,95.6,95.6,Đạt,EMP001
KPI0617,EMP211,2025-Q3,100.0,89.1,89.1,Cần cải thiện,EMP001
KPI0618,EMP212,2025-Q3,100.0,110.7,110.7,Xuất sắc,EMP002
KPI0619,EMP213,2025-Q3,100.0,105.8,105.8,Xuất sắc,EMP001
KPI0620,EMP214,2025-Q3,100.0,91.0,91.0,Đạt,EMP001
KPI0621,EMP215,2025-Q3,100.0,101.2,101.2,Đạt,EMP003
KPI0622,EMP216,2025-Q3,100.0,90.7,90.7,Đạt,EMP008
KPI0623,EMP217,2025-Q3,100.0,92.8,92.8,Đạt,EMP002
KPI0624,EMP218,2025-Q3,100.0,105.2,105.2,Xuất sắc,EMP001
KPI0625,EMP219,2025-Q3,100.0,87.4,87.4,Cần cải thiện,EMP002
KPI0626,EMP220,2025-Q3,100.0,96.3,96.3,Đạt,EMP002
KPI0627,EMP221,2025-Q3,100.0,101.3,101.3,Đạt,EMP001
KPI0628,EMP222,2025-Q3,100.0,93.0,93.0,Đạt,EMP001
KPI0629,EMP223,2025-Q3,100.0,91.0,91.0,Đạt,EMP002
KPI0630,EMP224,2025-Q3,100.0,84.6,84.6,Cần cải thiện,EMP003
KPI0631,EMP225,2025-Q3,100.0,108.6,108.6,Xuất sắc,EMP001
KPI0632,EMP226,2025-Q3,100.0,103.8,103.8,Đạt,EMP002
KPI0633,EMP227,2025-Q3,100.0,108.1,108.1,Xuất sắc,EMP002
KPI0634,EMP228,2025-Q3,100.0,75.5,75.5,Cần cải thiện,EMP002
KPI0635,EMP229,2025-Q3,100.0,109.1,109.1,Xuất sắc,EMP010
KPI0636,EMP230,2025-Q3,100.0,74.4,74.4,Cần cải thiện,EMP010
KPI0637,EMP231,2025-Q3,100.0,83.8,83.8,Cần cải thiện,EMP001
KPI0638,EMP232,2025-Q3,100.0,74.2,74.2,Cần cải thiện,EMP001
KPI0639,EMP233,2025-Q3,100.0,106.8,106.8,Xuất sắc,EMP008
KPI0640,EMP234,2025-Q3,100.0,79.6,79.6,Cần cải thiện,EMP001
KPI0641,EMP235,2025-Q3,100.0,77.6,77.6,Cần cải thiện,EMP008
KPI0642,EMP236,2025-Q3,100.0,99.8,99.8,Đạt,EMP001
KPI0643,EMP237,2025-Q3,100.0,103.9,103.9,Đạt,EMP008
KPI0644,EMP239,2025-Q3,100.0,94.4,94.4,Đạt,EMP002
KPI0645,EMP240,2025-Q3,100.0,96.1,96.1,Đạt,EMP008
KPI0646,EMP241,2025-Q3,100.0,95.9,95.9,Đạt,EMP001
KPI0647,EMP242,2025-Q3,100.0,73.5,73.5,Cần cải thiện,EMP008
KPI0648,EMP243,2025-Q3,100.0,81.2,81.2,Cần cải thiện,EMP001
KPI0649,EMP244,2025-Q3,100.0,112.4,112.4,Xuất sắc,EMP008
KPI0650,EMP245,2025-Q3,100.0,99.4,99.4,Đạt,EMP001
KPI0651,EMP246,2025-Q3,100.0,109.9,109.9,Xuất sắc,EMP008
KPI0652,EMP248,2025-Q3,100.0,58.9,58.9,Không đạt,EMP008
KPI0653,EMP249,2025-Q3,100.0,85.6,85.6,Cần cải thiện,EMP010
KPI0654,EMP250,2025-Q3,100.0,89.2,89.2,Cần cải thiện,EMP008
