movement_id,timestamp,warehouse_id,product_id,movement_type,direction,quantity,unit_cost,reference_doc,notes
MOV-00542,2024-03-12 02:30:00,WH-HN01,PROD-016,OUTBOUND_SALE,OUT,7,56.02,SO-94491,Xuat ban hang khach le & doanh nghiep
MOV-00543,2024-03-12 05:30:00,WH-HCM01,PROD-039,OUTBOUND_SALE,OUT,14,31.39,SO-89638,Xuat ban hang khach le & doanh nghiep
MOV-00544,2024-03-12 10:30:00,WH-HCM01,PROD-002,INBOUND_PO,IN,39,122.58,PO-2024-027,Nhap hang theo don mua nha cung cap
MOV-00545,2024-03-12 14:30:00,WH-DN01,PROD-042,INBOUND_PO,IN,23,81.7,PO-2024-031,Nhap hang theo don mua nha cung cap
MOV-00546,2024-03-12 20:30:00,WH-HN01,PROD-032,OUTBOUND_SALE,OUT,8,94.58,SO-87847,Xuat ban hang khach le & doanh nghiep
MOV-00547,2024-03-12 23:30:00,WH-HN01,PROD-024,OUTBOUND_SALE,OUT,8,33.84,SO-27299,Xuat ban hang khach le & doanh nghiep
MOV-00548,2024-03-13 05:30:00,WH-HCM01,PROD-027,TRANSFER_OUT,OUT,8,40.94,TRF-3830,Dieu chuyen xuat sang WH-DN01
MOV-00550,2024-03-13 08:30:00,WH-HN01,PROD-001,OUTBOUND_SALE,OUT,7,108.8,SO-38277,Xuat ban hang khach le & doanh nghiep
MOV-00551,2024-03-13 11:30:00,WH-DN01,PROD-033,TRANSFER_OUT,OUT,9,159.31,TRF-9209,Dieu chuyen xuat sang WH-HCM01
MOV-00553,2024-03-13 17:30:00,WH-HN01,PROD-041,INBOUND_PO,IN,54,66.18,PO-2024-071,Nhap hang theo don mua nha cung cap
MOV-00554,2024-03-13 21:30:00,WH-DN01,PROD-006,OUTBOUND_SALE,OUT,11,57.46,SO-36633,Xuat ban hang khach le & doanh nghiep
MOV-00555,2024-03-14 01:30:00,WH-DN01,PROD-038,OUTBOUND_SALE,OUT,13,99.09,SO-95175,Xuat ban hang khach le & doanh nghiep
MOV-00556,2024-03-14 04:30:00,WH-DN01,PROD-047,OUTBOUND_SALE,OUT,6,129.34,SO-17589,Xuat ban hang khach le & doanh nghiep
MOV-00557,2024-03-14 08:30:00,WH-DN01,PROD-008,OUTBOUND_SALE,OUT,10,83.24,SO-90254,Xuat ban hang khach le & doanh nghiep
MOV-00558,2024-03-14 11:30:00,WH-HCM01,PROD-043,OUTBOUND_SALE,OUT,14,149.1,SO-33022,Xuat ban hang khach le & doanh nghiep
MOV-00559,2024-03-14 14:30:00,WH-HN01,PROD-045,OUTBOUND_SALE,OUT,3,51.57,SO-31473,Xuat ban hang khach le & doanh nghiep
MOV-00549,2024-03-14 17:30:00,WH-DN01,PROD-027,TRANSFER_IN,IN,8,40.94,TRF-3830,Dieu chuyen nhap tu WH-HCM01
MOV-00560,2024-03-14 20:30:00,WH-HCM01,PROD-034,RETURN_CUSTOMER,IN,3,35.18,RMA-5247,Khach tra hang da kiem tra dat tieu chuan
MOV-00552,2024-03-14 23:30:00,WH-HCM01,PROD-033,TRANSFER_IN,IN,9,159.31,TRF-9209,Dieu chuyen nhap tu WH-DN01
MOV-00561,2024-03-15 00:30:00,WH-HCM01,PROD-050,OUTBOUND_SALE,OUT,1,25.12,SO-25473,Xuat ban hang khach le & doanh nghiep
MOV-00562,2024-03-15 03:30:00,WH-DN01,PROD-018,OUTBOUND_SALE,OUT,11,53.02,SO-18371,Xuat ban hang khach le & doanh nghiep
MOV-00563,2024-03-15 08:30:00,WH-HCM01,PROD-041,INBOUND_PO,IN,24,66.18,PO-2024-066,Nhap hang theo don mua nha cung cap
MOV-00564,2024-03-15 18:30:00,WH-DN01,PROD-050,OUTBOUND_SALE,OUT,4,25.12,SO-85223,Xuat ban hang khach le & doanh nghiep
MOV-00565,2024-03-15 21:30:00,WH-HCM01,PROD-001,OUTBOUND_SALE,OUT,3,108.8,SO-11610,Xuat ban hang khach le & doanh nghiep
MOV-00566,2024-03-16 01:30:00,WH-DN01,PROD-025,OUTBOUND_SALE,OUT,5,142.37,SO-33456,Xuat ban hang khach le & doanh nghiep
MOV-00567,2024-03-16 04:30:00,WH-HCM01,PROD-048,OUTBOUND_SALE,OUT,4,159.35,SO-64967,Xuat ban hang khach le & doanh nghiep
MOV-00568,2024-03-16 08:30:00,WH-DN01,PROD-047,OUTBOUND_SALE,OUT,8,129.34,SO-45554,Xuat ban hang khach le & doanh nghiep
MOV-00569,2024-03-16 11:30:00,WH-HN01,PROD-033,OUTBOUND_SALE,OUT,13,159.31,SO-16903,Xuat ban hang khach le & doanh nghiep
MOV-00570,2024-03-16 15:30:00,WH-HCM01,PROD-003,OUTBOUND_SALE,OUT,9,22.23,SO-19034,Xuat ban hang khach le & doanh nghiep
MOV-00571,2024-03-16 21:30:00,WH-DN01,PROD-021,TRANSFER_OUT,OUT,8,130.48,TRF-8483,Dieu chuyen xuat sang WH-HN01
MOV-00573,2024-03-17 02:30:00,WH-HCM01,PROD-020,OUTBOUND_SALE,OUT,14,30.91,SO-91620,Xuat ban hang khach le & doanh nghiep
MOV-00574,2024-03-17 06:30:00,WH-HCM01,PROD-032,OUTBOUND_SALE,OUT,6,94.58,SO-81638,Xuat ban hang khach le & doanh nghiep
MOV-00575,2024-03-17 10:30:00,WH-DN01,PROD-002,OUTBOUND_SALE,OUT,6,122.58,SO-80981,Xuat ban hang khach le & doanh nghiep
MOV-00576,2024-03-17 15:30:00,WH-HCM01,PROD-001,OUTBOUND_SALE,OUT,8,108.8,SO-10191,Xuat ban hang khach le & doanh nghiep
MOV-00572,2024-03-17 21:30:00,WH-HN01,PROD-021,TRANSFER_IN,IN,8,130.48,TRF-8483,Dieu chuyen nhap tu WH-DN01
MOV-00577,2024-03-17 21:30:00,WH-HCM01,PROD-020,INBOUND_PO,IN,26,30.91,PO-2024-027,Nhap hang theo don mua nha cung cap
MOV-00578,2024-03-18 01:30:00,WH-HN01,PROD-010,OUTBOUND_SALE,OUT,14,27.88,SO-46677,Xuat ban hang khach le & doanh nghiep
MOV-00579,2024-03-18 04:30:00,WH-HN01,PROD-034,OUTBOUND_SALE,OUT,9,35.18,SO-58823,Xuat ban hang khach le & doanh nghiep
MOV-00580,2024-03-18 10:30:00,WH-HN01,PROD-038,RETURN_VENDOR,OUT,1,99.09,RTV-9280,Tra hang loi cho nha cung cap
MOV-00581,2024-03-18 14:30:00,WH-DN01,PROD-005,OUTBOUND_SALE,OUT,10,132.94,SO-84425,Xuat ban hang khach le & doanh nghiep
MOV-00582,2024-03-18 17:30:00,WH-HN01,PROD-016,OUTBOUND_SALE,OUT,1,56.02,SO-44208,Xuat ban hang khach le & doanh nghiep
MOV-00583,2024-03-18 22:30:00,WH-DN01,PROD-045,TRANSFER_OUT,OUT,6,51.57,TRF-8417,Dieu chuyen xuat sang WH-HCM01
MOV-00585,2024-03-19 02:30:00,WH-HN01,PROD-009,OUTBOUND_SALE,OUT,12,135.78,SO-24283,Xuat ban hang khach le & doanh nghiep
MOV-00586,2024-03-19 06:30:00,WH-DN01,PROD-030,OUTBOUND_SALE,OUT,8,27.83,SO-63282,Xuat ban hang khach le & doanh nghiep
MOV-00587,2024-03-19 09:30:00,WH-HN01,PROD-029,OUTBOUND_SALE,OUT,7,142.68,SO-70731,Xuat ban hang khach le & doanh nghiep
MOV-00588,2024-03-19 17:30:00,WH-DN01,PROD-010,OUTBOUND_SALE,OUT,4,27.88,SO-42534,Xuat ban hang khach le & doanh nghiep
MOV-00589,2024-03-19 22:30:00,WH-HN01,PROD-044,OUTBOUND_SALE,OUT,7,94.76,SO-44100,Xuat ban hang khach le & doanh nghiep
MOV-00590,2024-03-20 02:30:00,WH-DN01,PROD-029,OUTBOUND_SALE,OUT,11,142.68,SO-82105,Xuat ban hang khach le & doanh nghiep
MOV-00591,2024-03-20 06:30:00,WH-HN01,PROD-009,OUTBOUND_SALE,OUT,4,135.78,SO-11567,Xuat ban hang khach le & doanh nghiep
MOV-00592,2024-03-20 09:30:00,WH-HN01,PROD-009,INBOUND_PO,IN,32,135.78,PO-2024-053,Nhap hang theo don mua nha cung cap
MOV-00584,2024-03-20 10:30:00,WH-HCM01,PROD-045,TRANSFER_IN,IN,6,51.57,TRF-8417,Dieu chuyen nhap tu WH-DN01
MOV-00593,2024-03-20 14:30:00,WH-HCM01,PROD-006,INBOUND_PO,IN,57,57.46,PO-2024-080,Nhap hang theo don mua nha cung cap
MOV-00594,2024-03-20 19:30:00,WH-HN01,PROD-002,TRANSFER_OUT,OUT,5,122.58,TRF-8265,Dieu chuyen xuat sang WH-DN01
MOV-00596,2024-03-20 22:30:00,WH-DN01,PROD-008,TRANSFER_OUT,OUT,7,83.24,TRF-1829,Dieu chuyen xuat sang WH-HN01
MOV-00598,2024-03-21 04:30:00,WH-DN01,PROD-032,INBOUND_PO,IN,21,94.58,PO-2024-050,Nhap hang theo don mua nha cung cap
MOV-00599,2024-03-21 10:30:00,WH-HN01,PROD-012,OUTBOUND_SALE,OUT,7,41.1,SO-46681,Xuat ban hang khach le & doanh nghiep
MOV-00600,2024-03-21 16:30:00,WH-HN01,PROD-040,TRANSFER_OUT,OUT,9,140.66,TRF-5835,Dieu chuyen xuat sang WH-DN01
MOV-00595,2024-03-21 19:30:00,WH-DN01,PROD-002,TRANSFER_IN,IN,5,122.58,TRF-8265,Dieu chuyen nhap tu WH-HN01
MOV-00597,2024-03-21 22:30:00,WH-HN01,PROD-008,TRANSFER_IN,IN,7,83.24,TRF-1829,Dieu chuyen nhap tu WH-DN01
MOV-00602,2024-03-21 22:30:00,WH-DN01,PROD-004,TRANSFER_OUT,OUT,6,110.28,TRF-7275,Dieu chuyen xuat sang WH-HN01
MOV-00604,2024-03-22 04:30:00,WH-HCM01,PROD-016,OUTBOUND_SALE,OUT,13,56.02,SO-81258,Xuat ban hang khach le & doanh nghiep
MOV-00605,2024-03-22 07:30:00,WH-HCM01,PROD-023,SCRAP_DAMAGED,OUT,2,114.8,SCRAP-9921,Xuat huy hang can date/hong vo trong kho
MOV-00606,2024-03-22 13:30:00,WH-HCM01,PROD-033,OUTBOUND_SALE,OUT,8,159.31,SO-60905,Xuat ban hang khach le & doanh nghiep
MOV-00607,2024-03-22 18:30:00,WH-DN01,PROD-039,OUTBOUND_SALE,OUT,6,31.39,SO-13840,Xuat ban hang khach le & doanh nghiep
MOV-00603,2024-03-22 22:30:00,WH-HN01,PROD-004,TRANSFER_IN,IN,6,110.28,TRF-7275,Dieu chuyen nhap tu WH-DN01
MOV-00608,2024-03-22 23:30:00,WH-DN01,PROD-034,OUTBOUND_SALE,OUT,8,35.18,SO-86544,Xuat ban hang khach le & doanh nghiep
MOV-00601,2024-03-23 04:30:00,WH-DN01,PROD-040,TRANSFER_IN,IN,9,140.66,TRF-5835,Dieu chuyen nhap tu WH-HN01
MOV-00609,2024-03-23 07:30:00,WH-HCM01,PROD-004,OUTBOUND_SALE,OUT,6,110.28,SO-85457,Xuat ban hang khach le & doanh nghiep
MOV-00610,2024-03-23 13:30:00,WH-HN01,PROD-012,OUTBOUND_SALE,OUT,6,41.1,SO-87662,Xuat ban hang khach le & doanh nghiep
MOV-00611,2024-03-23 18:30:00,WH-HCM01,PROD-023,INBOUND_PO,IN,57,114.8,PO-2024-004,Nhap hang theo don mua nha cung cap
MOV-00612,2024-03-23 23:30:00,WH-HCM01,PROD-010,RETURN_CUSTOMER,IN,3,27.88,RMA-4084,Khach tra hang da kiem tra dat tieu chuan
MOV-00613,2024-03-24 08:30:00,WH-HN01,PROD-039,OUTBOUND_SALE,OUT,6,31.39,SO-12612,Xuat ban hang khach le & doanh nghiep
MOV-00614,2024-03-24 14:30:00,WH-HCM01,PROD-013,OUTBOUND_SALE,OUT,5,110.02,SO-54663,Xuat ban hang khach le & doanh nghiep
MOV-00615,2024-03-24 22:30:00,WH-HN01,PROD-050,OUTBOUND_SALE,OUT,4,25.12,SO-78982,Xuat ban hang khach le & doanh nghiep
MOV-00616,2024-03-25 03:30:00,WH-DN01,PROD-046,RETURN_VENDOR,OUT,3,146.15,RTV-7481,Tra hang loi cho nha cung cap
MOV-00617,2024-03-25 06:30:00,WH-DN01,PROD-009,OUTBOUND_SALE,OUT,5,135.78,SO-67261,Xuat ban hang khach le & doanh nghiep
MOV-00618,2024-03-25 12:30:00,WH-HN01,PROD-046,OUTBOUND_SALE,OUT,11,146.15,SO-90440,Xuat ban hang khach le & doanh nghiep
MOV-00619,2024-03-25 17:30:00,WH-HCM01,PROD-012,OUTBOUND_SALE,OUT,9,41.1,SO-50215,Xuat ban hang khach le & doanh nghiep
MOV-00620,2024-03-25 22:30:00,WH-HCM01,PROD-001,OUTBOUND_SALE,OUT,9,108.8,SO-85082,Xuat ban hang khach le & doanh nghiep
MOV-00621,2024-03-26 04:30:00,WH-HCM01,PROD-003,TRANSFER_OUT,OUT,8,22.23,TRF-6213,Dieu chuyen xuat sang WH-HN01
MOV-00623,2024-03-26 07:30:00,WH-HN01,PROD-022,RETURN_CUSTOMER,IN,3,159.45,RMA-2274,Khach tra hang da kiem tra dat tieu chuan
MOV-00624,2024-03-26 11:30:00,WH-DN01,PROD-011,OUTBOUND_SALE,OUT,13,141.04,SO-21629,Xuat ban hang khach le & doanh nghiep
MOV-00625,2024-03-26 16:30:00,WH-DN01,PROD-014,OUTBOUND_SALE,OUT,6,41.2,SO-18885,Xuat ban hang khach le & doanh nghiep
MOV-00626,2024-03-26 21:30:00,WH-HN01,PROD-047,OUTBOUND_SALE,OUT,3,129.34,SO-16310,Xuat ban hang khach le & doanh nghiep
MOV-00627,2024-03-27 03:30:00,WH-DN01,PROD-011,OUTBOUND_SALE,OUT,9,141.04,SO-74629,Xuat ban hang khach le & doanh nghiep
MOV-00622,2024-03-27 04:30:00,WH-HN01,PROD-003,TRANSFER_IN,IN,8,22.23,TRF-6213,Dieu chuyen nhap tu WH-HCM01
MOV-00628,2024-03-27 09:30:00,WH-DN01,PROD-007,OUTBOUND_SALE,OUT,10,31.73,SO-85766,Xuat ban hang khach le & doanh nghiep
MOV-00629,2024-03-27 13:30:00,WH-HN01,PROD-003,OUTBOUND_SALE,OUT,7,22.23,SO-12631,Xuat ban hang khach le & doanh nghiep
MOV-00630,2024-03-27 18:30:00,WH-HN01,PROD-005,OUTBOUND_SALE,OUT,8,132.94,SO-32296,Xuat ban hang khach le & doanh nghiep
MOV-00631,2024-03-28 00:30:00,WH-HN01,PROD-036,OUTBOUND_SALE,OUT,4,50.51,SO-54295,Xuat ban hang khach le & doanh nghiep
MOV-00632,2024-03-28 06:30:00,WH-DN01,PROD-042,INBOUND_PO,IN,30,81.7,PO-2024-082,Nhap hang theo don mua nha cung cap
MOV-00633,2024-03-28 12:30:00,WH-HN01,PROD-022,OUTBOUND_SALE,OUT,6,159.45,SO-34901,Xuat ban hang khach le & doanh nghiep
MOV-00634,2024-03-28 18:30:00,WH-HCM01,PROD-047,INBOUND_PO,IN,54,129.34,PO-2024-034,Nhap hang theo don mua nha cung cap
MOV-00635,2024-03-28 23:30:00,WH-HN01,PROD-004,OUTBOUND_SALE,OUT,9,110.28,SO-84943,Xuat ban hang khach le & doanh nghiep
MOV-00636,2024-03-29 05:30:00,WH-DN01,PROD-001,OUTBOUND_SALE,OUT,9,108.8,SO-21485,Xuat ban hang khach le & doanh nghiep
MOV-00637,2024-03-29 10:30:00,WH-HCM01,PROD-039,INBOUND_PO,IN,50,31.39,PO-2024-026,Nhap hang theo don mua nha cung cap
MOV-00638,2024-03-29 13:30:00,WH-HN01,PROD-041,OUTBOUND_SALE,OUT,7,66.18,SO-20739,Xuat ban hang khach le & doanh nghiep
MOV-00639,2024-03-29 19:30:00,WH-DN01,PROD-026,INBOUND_PO,IN,50,141.61,PO-2024-065,Nhap hang theo don mua nha cung cap
MOV-00640,2024-03-30 00:30:00,WH-HCM01,PROD-025,OUTBOUND_SALE,OUT,5,142.37,SO-58630,Xuat ban hang khach le & doanh nghiep
MOV-00641,2024-03-30 06:30:00,WH-DN01,PROD-003,OUTBOUND_SALE,OUT,7,22.23,SO-67637,Xuat ban hang khach le & doanh nghiep
MOV-00642,2024-03-30 12:30:00,WH-DN01,PROD-037,OUTBOUND_SALE,OUT,3,57.54,SO-29808,Xuat ban hang khach le & doanh nghiep
MOV-00643,2024-03-30 15:30:00,WH-DN01,PROD-035,OUTBOUND_SALE,OUT,9,50.68,SO-87296,Xuat ban hang khach le & doanh nghiep
MOV-00644,2024-03-30 19:30:00,WH-DN01,PROD-034,OUTBOUND_SALE,OUT,9,35.18,SO-80190,Xuat ban hang khach le & doanh nghiep
MOV-00645,2024-03-31 01:30:00,WH-HN01,PROD-031,OUTBOUND_SALE,OUT,7,152.45,SO-20348,Xuat ban hang khach le & doanh nghiep
MOV-00646,2024-03-31 07:30:00,WH-HCM01,PROD-003,TRANSFER_OUT,OUT,4,22.23,TRF-8357,Dieu chuyen xuat sang WH-HN01
MOV-00648,2024-03-31 11:30:00,WH-HN01,PROD-009,RETURN_VENDOR,OUT,1,135.78,RTV-7936,Tra hang loi cho nha cung cap
MOV-00649,2024-03-31 14:30:00,WH-DN01,PROD-013,SCRAP_DAMAGED,OUT,1,110.02,SCRAP-5225,Xuat huy hang can date/hong vo trong kho
MOV-00650,2024-03-31 19:30:00,WH-HN01,PROD-006,TRANSFER_OUT,OUT,8,57.46,TRF-7510,Dieu chuyen xuat sang WH-HCM01
MOV-02010,2024-03-31 23:00:00,WH-DN01,PROD-004,AUDIT_ADJUSTMENT,OUT,2,110.28,AUD-0008,Dieu chinh kiem ke: Ghi giam
MOV-02011,2024-03-31 23:00:00,WH-HN01,PROD-039,AUDIT_ADJUSTMENT,OUT,2,31.39,AUD-0009,Dieu chinh kiem ke: Ghi giam
MOV-02012,2024-03-31 23:00:00,WH-HCM01,PROD-022,AUDIT_ADJUSTMENT,OUT,1,159.45,AUD-0011,Dieu chinh kiem ke: Ghi giam
MOV-02013,2024-03-31 23:00:00,WH-DN01,PROD-002,AUDIT_ADJUSTMENT,IN,1,122.58,AUD-0012,Dieu chinh kiem ke: Ghi tang
MOV-02014,2024-03-31 23:00:00,WH-DN01,PROD-019,AUDIT_ADJUSTMENT,OUT,1,145.49,AUD-0014,Dieu chinh kiem ke: Ghi giam
MOV-00652,2024-04-01 00:30:00,WH-HN01,PROD-045,OUTBOUND_SALE,OUT,12,51.57,SO-87014,Xuat ban hang khach le & doanh nghiep
MOV-00653,2024-04-01 06:30:00,WH-HN01,PROD-010,OUTBOUND_SALE,OUT,12,27.88,SO-87061,Xuat ban hang khach le & doanh nghiep
MOV-00647,2024-04-01 07:30:00,WH-HN01,PROD-003,TRANSFER_IN,IN,4,22.23,TRF-8357,Dieu chuyen nhap tu WH-HCM01
MOV-00654,2024-04-01 14:30:00,WH-DN01,PROD-027,TRANSFER_OUT,OUT,7,40.94,TRF-8955,Dieu chuyen xuat sang WH-HCM01
MOV-00656,2024-04-01 17:30:00,WH-DN01,PROD-010,OUTBOUND_SALE,OUT,12,27.88,SO-89777,Xuat ban hang khach le & doanh nghiep
MOV-00657,2024-04-01 23:30:00,WH-DN01,PROD-045,OUTBOUND_SALE,OUT,6,51.57,SO-16460,Xuat ban hang khach le & doanh nghiep
MOV-00658,2024-04-02 05:30:00,WH-DN01,PROD-002,TRANSFER_OUT,OUT,10,122.58,TRF-5965,Dieu chuyen xuat sang WH-HCM01
MOV-00651,2024-04-02 07:30:00,WH-HCM01,PROD-006,TRANSFER_IN,IN,8,57.46,TRF-7510,Dieu chuyen nhap tu WH-HN01
MOV-00660,2024-04-02 10:30:00,WH-HCM01,PROD-044,INBOUND_PO,IN,26,94.76,PO-2024-030,Nhap hang theo don mua nha cung cap
MOV-00661,2024-04-02 14:30:00,WH-HCM01,PROD-029,OUTBOUND_SALE,OUT,8,142.68,SO-45313,Xuat ban hang khach le & doanh nghiep
MOV-00662,2024-04-02 20:30:00,WH-HN01,PROD-013,OUTBOUND_SALE,OUT,10,110.02,SO-37707,Xuat ban hang khach le & doanh nghiep
MOV-00655,2024-04-03 02:30:00,WH-HCM01,PROD-027,TRANSFER_IN,IN,7,40.94,TRF-8955,Dieu chuyen nhap tu WH-DN01
MOV-00663,2024-04-03 02:30:00,WH-HCM01,PROD-024,INBOUND_PO,IN,23,33.84,PO-2024-068,Nhap hang theo don mua nha cung cap
MOV-00664,2024-04-03 06:30:00,WH-HCM01,PROD-033,OUTBOUND_SALE,OUT,9,159.31,SO-27779,Xuat ban hang khach le & doanh nghiep
MOV-00665,2024-04-03 09:30:00,WH-HN01,PROD-004,OUTBOUND_SALE,OUT,6,110.28,SO-14334,Xuat ban hang khach le & doanh nghiep
MOV-00666,2024-04-03 15:30:00,WH-DN01,PROD-046,OUTBOUND_SALE,OUT,6,146.15,SO-45910,Xuat ban hang khach le & doanh nghiep
MOV-00659,2024-04-03 17:30:00,WH-HCM01,PROD-002,TRANSFER_IN,IN,10,122.58,TRF-5965,Dieu chuyen nhap tu WH-DN01
MOV-00667,2024-04-03 20:30:00,WH-HCM01,PROD-026,INBOUND_PO,IN,60,141.61,PO-2024-016,Nhap hang theo don mua nha cung cap
MOV-00668,2024-04-03 23:30:00,WH-DN01,PROD-039,OUTBOUND_SALE,OUT,10,31.39,SO-33276,Xuat ban hang khach le & doanh nghiep
MOV-00669,2024-04-04 05:30:00,WH-DN01,PROD-023,OUTBOUND_SALE,OUT,5,114.8,SO-43903,Xuat ban hang khach le & doanh nghiep
MOV-00670,2024-04-04 08:30:00,WH-DN01,PROD-004,OUTBOUND_SALE,OUT,5,110.28,SO-85007,Xuat ban hang khach le & doanh nghiep
MOV-00671,2024-04-04 17:30:00,WH-HCM01,PROD-002,OUTBOUND_SALE,OUT,13,122.58,SO-11166,Xuat ban hang khach le & doanh nghiep
MOV-00672,2024-04-04 23:30:00,WH-HCM01,PROD-012,TRANSFER_OUT,OUT,5,41.1,TRF-5135,Dieu chuyen xuat sang WH-HN01
MOV-00674,2024-04-05 04:30:00,WH-DN01,PROD-023,OUTBOUND_SALE,OUT,10,114.8,SO-43029,Xuat ban hang khach le & doanh nghiep
MOV-00675,2024-04-05 08:30:00,WH-HCM01,PROD-034,OUTBOUND_SALE,OUT,12,35.18,SO-62055,Xuat ban hang khach le & doanh nghiep
MOV-00676,2024-04-05 11:30:00,WH-HCM01,PROD-024,OUTBOUND_SALE,OUT,11,33.84,SO-94848,Xuat ban hang khach le & doanh nghiep
MOV-00677,2024-04-05 16:30:00,WH-HN01,PROD-031,OUTBOUND_SALE,OUT,4,152.45,SO-54077,Xuat ban hang khach le & doanh nghiep
MOV-00678,2024-04-05 21:30:00,WH-DN01,PROD-017,OUTBOUND_SALE,OUT,13,74.18,SO-95389,Xuat ban hang khach le & doanh nghiep
MOV-00679,2024-04-06 02:30:00,WH-HCM01,PROD-049,OUTBOUND_SALE,OUT,6,48.91,SO-17441,Xuat ban hang khach le & doanh nghiep
MOV-00680,2024-04-06 08:30:00,WH-HCM01,PROD-009,OUTBOUND_SALE,OUT,14,135.78,SO-13336,Xuat ban hang khach le & doanh nghiep
MOV-00673,2024-04-06 11:30:00,WH-HN01,PROD-012,TRANSFER_IN,IN,5,41.1,TRF-5135,Dieu chuyen nhap tu WH-HCM01
MOV-00681,2024-04-06 14:30:00,WH-DN01,PROD-027,SCRAP_DAMAGED,OUT,2,40.94,SCRAP-7361,Xuat huy hang can date/hong vo trong kho
MOV-00682,2024-04-06 17:30:00,WH-HCM01,PROD-013,OUTBOUND_SALE,OUT,8,110.02,SO-39145,Xuat ban hang khach le & doanh nghiep
MOV-00683,2024-04-06 23:30:00,WH-HCM01,PROD-023,TRANSFER_OUT,OUT,10,114.8,TRF-3785,Dieu chuyen xuat sang WH-DN01
MOV-00685,2024-04-07 04:30:00,WH-HN01,PROD-048,OUTBOUND_SALE,OUT,7,159.35,SO-83273,Xuat ban hang khach le & doanh nghiep
MOV-00686,2024-04-07 08:30:00,WH-DN01,PROD-042,RETURN_CUSTOMER,IN,1,81.7,RMA-4641,Khach tra hang da kiem tra dat tieu chuan
MOV-00687,2024-04-07 13:30:00,WH-DN01,PROD-027,OUTBOUND_SALE,OUT,8,40.94,SO-58717,Xuat ban hang khach le & doanh nghiep
MOV-00688,2024-04-07 18:30:00,WH-DN01,PROD-008,OUTBOUND_SALE,OUT,10,83.24,SO-17035,Xuat ban hang khach le & doanh nghiep
MOV-00689,2024-04-07 21:30:00,WH-HN01,PROD-033,OUTBOUND_SALE,OUT,1,159.31,SO-99220,Xuat ban hang khach le & doanh nghiep
MOV-00684,2024-04-07 23:30:00,WH-DN01,PROD-023,TRANSFER_IN,IN,10,114.8,TRF-3785,Dieu chuyen nhap tu WH-HCM01
MOV-00690,2024-04-08 07:30:00,WH-HN01,PROD-022,OUTBOUND_SALE,OUT,9,159.45,SO-84632,Xuat ban hang khach le & doanh nghiep
MOV-00691,2024-04-08 13:30:00,WH-HCM01,PROD-012,OUTBOUND_SALE,OUT,4,41.1,SO-73908,Xuat ban hang khach le & doanh nghiep
MOV-00692,2024-04-08 18:30:00,WH-HN01,PROD-021,OUTBOUND_SALE,OUT,13,130.48,SO-17603,Xuat ban hang khach le & doanh nghiep
MOV-00693,2024-04-09 04:30:00,WH-DN01,PROD-041,OUTBOUND_SALE,OUT,9,66.18,SO-62873,Xuat ban hang khach le & doanh nghiep
MOV-00694,2024-04-09 10:30:00,WH-DN01,PROD-001,RETURN_VENDOR,OUT,1,108.8,RTV-9745,Tra hang loi cho nha cung cap
MOV-00695,2024-04-09 14:30:00,WH-HN01,PROD-021,INBOUND_PO,IN,53,130.48,PO-2024-025,Nhap hang theo don mua nha cung cap
MOV-00696,2024-04-09 17:30:00,WH-HCM01,PROD-047,OUTBOUND_SALE,OUT,6,129.34,SO-39657,Xuat ban hang khach le & doanh nghiep
MOV-00697,2024-04-09 22:30:00,WH-HN01,PROD-025,OUTBOUND_SALE,OUT,11,142.37,SO-87158,Xuat ban hang khach le & doanh nghiep
MOV-00698,2024-04-10 03:30:00,WH-HN01,PROD-020,OUTBOUND_SALE,OUT,7,30.91,SO-69759,Xuat ban hang khach le & doanh nghiep
MOV-00699,2024-04-10 08:30:00,WH-HCM01,PROD-009,OUTBOUND_SALE,OUT,8,135.78,SO-74248,Xuat ban hang khach le & doanh nghiep
MOV-00700,2024-04-10 13:30:00,WH-HN01,PROD-026,INBOUND_PO,IN,21,141.61,PO-2024-030,Nhap hang theo don mua nha cung cap
MOV-00701,2024-04-10 17:30:00,WH-HN01,PROD-014,INBOUND_PO,IN,21,41.2,PO-2024-080,Nhap hang theo don mua nha cung cap
MOV-00702,2024-04-10 21:30:00,WH-HCM01,PROD-042,OUTBOUND_SALE,OUT,3,81.7,SO-59177,Xuat ban hang khach le & doanh nghiep
MOV-00703,2024-04-11 02:30:00,WH-HCM01,PROD-004,INBOUND_PO,IN,58,110.28,PO-2024-007,Nhap hang theo don mua nha cung cap
MOV-00704,2024-04-11 05:30:00,WH-HN01,PROD-004,OUTBOUND_SALE,OUT,14,110.28,SO-25176,Xuat ban hang khach le & doanh nghiep
MOV-00705,2024-04-11 11:30:00,WH-HN01,PROD-036,OUTBOUND_SALE,OUT,7,50.51,SO-72180,Xuat ban hang khach le & doanh nghiep
MOV-00706,2024-04-11 15:30:00,WH-HCM01,PROD-041,OUTBOUND_SALE,OUT,3,66.18,SO-49467,Xuat ban hang khach le & doanh nghiep
MOV-00707,2024-04-11 21:30:00,WH-HCM01,PROD-034,OUTBOUND_SALE,OUT,7,35.18,SO-91631,Xuat ban hang khach le & doanh nghiep
MOV-00708,2024-04-12 08:30:00,WH-DN01,PROD-034,OUTBOUND_SALE,OUT,6,35.18,SO-56913,Xuat ban hang khach le & doanh nghiep
