order_id,customer_id,employee_id,order_date,shipping_date,order_status,payment_method,total_amount
ORD_00284,CUST_00199,EMP_013,2025-03-15,2025-03-17,Completed,Bank Transfer,27588000.0
ORD_00285,CUST_00009,EMP_007,2026-04-17,2026-04-18,Completed,Bank Transfer,3601000.0
ORD_00286,CUST_00141,EMP_017,2025-05-06,2025-05-09,Completed,Bank Transfer,19000000.0
ORD_00287,CUST_00029,EMP_008,2026-03-21,2026-03-23,Completed,Credit Card,1870000.0
ORD_00288,CUST_00153,EMP_005,2026-01-16,,Pending,Bank Transfer,2100000.0
ORD_00289,CUST_00195,EMP_002,2025-03-03,2025-03-05,Completed,COD,690000.0
ORD_00290,CUST_00166,EMP_012,2026-03-26,2026-03-27,Completed,E-Wallet,2850000.0
ORD_00291,CUST_00181,EMP_015,2025-10-29,2025-11-02,Completed,Bank Transfer,4630000.0
ORD_00292,CUST_00142,EMP_006,2025-03-12,2025-03-16,Completed,Credit Card,5207500.0
ORD_00293,CUST_00199,EMP_020,2025-09-02,2025-09-03,Completed,E-Wallet,890000.0
ORD_00294,CUST_00157,EMP_010,2025-11-27,2025-11-30,Completed,COD,3790500.0
ORD_00295,CUST_00034,EMP_006,2025-02-02,2025-02-06,Completed,Bank Transfer,5200000.0
ORD_00296,CUST_00126,EMP_017,2025-09-20,2025-09-22,Completed,COD,315000.0
ORD_00297,CUST_00021,EMP_015,2025-03-04,2025-03-08,Completed,Credit Card,12190000.0
ORD_00298,CUST_00056,EMP_017,2025-04-10,2025-04-12,Completed,E-Wallet,180000.0
ORD_00299,CUST_00046,EMP_018,2026-03-02,2026-03-07,Completed,Credit Card,13270000.0
ORD_00300,CUST_00130,EMP_011,2025-06-11,2025-06-16,Completed,E-Wallet,9620000.0
ORD_00301,CUST_00097,EMP_018,2025-09-18,2025-09-22,Completed,E-Wallet,59290000.0
ORD_00302,CUST_00177,EMP_009,2026-06-08,2026-06-13,Completed,Bank Transfer,75000.0
ORD_00303,CUST_00094,EMP_019,2025-09-13,2025-09-16,Completed,COD,10580000.0
ORD_00304,CUST_00177,EMP_019,2025-04-08,2025-04-11,Completed,COD,7900000.0
ORD_00305,CUST_00112,EMP_014,2025-05-04,2025-05-06,Shipping,COD,9340000.0
ORD_00306,CUST_00084,EMP_017,2025-08-15,2025-08-19,Completed,E-Wallet,7180000.0
ORD_00307,CUST_00087,EMP_003,2026-05-03,2026-05-04,Completed,E-Wallet,275500.0
ORD_00308,CUST_00034,EMP_005,2026-05-08,2026-05-12,Completed,E-Wallet,885500.0
ORD_00309,CUST_00199,EMP_014,2025-11-28,2025-12-03,Completed,COD,190000.0
ORD_00310,CUST_00083,EMP_012,2025-01-25,,Pending,Bank Transfer,56790000.0
ORD_00311,CUST_00159,EMP_005,2025-10-22,2025-10-23,Completed,Credit Card,31900000.0
ORD_00312,CUST_00067,EMP_018,2026-05-10,2026-05-12,Completed,COD,3990000.0
ORD_00313,CUST_00016,EMP_010,2025-07-25,,Pending,Credit Card,8670000.0
ORD_00314,CUST_00170,EMP_009,2026-01-04,2026-01-05,Shipping,Credit Card,11790000.0
ORD_00315,CUST_00023,EMP_006,2025-07-23,2025-07-27,Completed,COD,180000.0
ORD_00316,CUST_00191,EMP_006,2025-01-19,2025-01-22,Completed,Credit Card,1780000.0
ORD_00317,CUST_00008,EMP_018,2025-10-14,2025-10-17,Completed,E-Wallet,3475000.0
ORD_00318,CUST_00059,EMP_014,2025-09-04,2025-09-08,Completed,Credit Card,9070000.0
ORD_00319,CUST_00177,EMP_017,2025-05-19,2025-05-21,Completed,Bank Transfer,399000.0
ORD_00320,CUST_00048,EMP_011,2025-05-30,2025-06-02,Completed,E-Wallet,24655000.0
ORD_00321,CUST_00146,EMP_020,2025-08-25,2025-08-27,Completed,COD,10580000.0
ORD_00322,CUST_00155,EMP_016,2026-01-18,2026-01-22,Completed,E-Wallet,1613000.0
ORD_00323,CUST_00106,EMP_008,2025-07-27,,Pending,COD,1040000.0
ORD_00324,CUST_00084,EMP_015,2025-09-10,2025-09-11,Completed,E-Wallet,3560000.0
ORD_00325,CUST_00181,EMP_002,2026-06-18,2026-06-22,Completed,COD,1580500.0
ORD_00326,CUST_00075,EMP_015,2026-02-12,2026-02-15,Shipping,E-Wallet,720000.0
ORD_00327,CUST_00133,EMP_005,2026-04-20,,Pending,E-Wallet,940500.0
ORD_00328,CUST_00179,EMP_018,2025-05-19,2025-05-22,Completed,E-Wallet,71250.0
ORD_00329,CUST_00052,EMP_015,2025-04-03,2025-04-05,Completed,COD,3200000.0
ORD_00330,CUST_00135,EMP_013,2026-06-08,2026-06-10,Completed,E-Wallet,24042000.0
ORD_00331,CUST_00042,EMP_005,2025-07-03,,Pending,COD,833000.0
ORD_00332,CUST_00074,EMP_006,2025-05-01,2025-05-03,Shipping,COD,27671000.0
ORD_00333,CUST_00127,EMP_008,2025-08-11,2025-08-15,Completed,E-Wallet,2100000.0
ORD_00334,CUST_00141,EMP_009,2025-08-01,2025-08-03,Completed,COD,48200000.0
ORD_00335,CUST_00023,EMP_002,2025-04-22,2025-04-24,Completed,Bank Transfer,10670000.0
ORD_00336,CUST_00117,EMP_019,2026-01-04,2026-01-05,Shipping,Credit Card,2565000.0
ORD_00337,CUST_00141,EMP_003,2025-10-27,2025-10-28,Completed,Credit Card,190000.0
ORD_00338,CUST_00157,EMP_002,2025-04-22,2025-04-27,Completed,COD,14739500.0
ORD_00339,CUST_00082,EMP_009,2026-06-23,2026-06-28,Completed,Credit Card,12630500.0
ORD_00340,CUST_00050,EMP_001,2025-05-02,2025-05-03,Completed,Bank Transfer,22090000.0
ORD_00341,CUST_00052,EMP_010,2025-09-18,,Pending,Credit Card,420000.0
ORD_00342,CUST_00176,EMP_011,2025-12-16,2025-12-21,Completed,COD,9280000.0
ORD_00343,CUST_00138,EMP_011,2026-04-19,,Pending,E-Wallet,10170000.0
ORD_00344,CUST_00091,EMP_003,2025-06-02,2025-06-03,Completed,Credit Card,19268500.0
ORD_00345,CUST_00023,EMP_016,2025-09-01,2025-09-04,Completed,Bank Transfer,9040000.0
ORD_00346,CUST_00130,EMP_001,2026-05-10,2026-05-12,Shipping,Bank Transfer,31980000.0
ORD_00347,CUST_00199,EMP_011,2025-05-27,,Pending,COD,3831000.0
ORD_00348,CUST_00012,EMP_020,2025-03-31,2025-04-01,Completed,COD,17400000.0
ORD_00349,CUST_00083,EMP_007,2025-07-17,2025-07-22,Completed,Credit Card,11206500.0
ORD_00350,CUST_00144,EMP_017,2025-04-15,2025-04-18,Completed,Credit Card,6400000.0
ORD_00351,CUST_00044,EMP_003,2025-11-15,2025-11-18,Completed,E-Wallet,24000000.0
ORD_00352,CUST_00028,EMP_013,2025-02-25,2025-03-01,Completed,Bank Transfer,13170000.0
ORD_00353,CUST_00051,EMP_018,2025-03-22,,Cancelled,E-Wallet,7125500.0
ORD_00354,CUST_00120,EMP_016,2025-08-26,2025-08-28,Shipping,Credit Card,7260000.0
ORD_00355,CUST_00029,EMP_012,2026-05-06,2026-05-08,Completed,Credit Card,11130000.0
ORD_00356,CUST_00084,EMP_018,2025-03-14,,Pending,E-Wallet,190000.0
ORD_00357,CUST_00041,EMP_016,2026-01-29,2026-01-31,Completed,E-Wallet,5500000.0
ORD_00358,CUST_00020,EMP_019,2026-05-14,2026-05-19,Completed,E-Wallet,4900000.0
ORD_00359,CUST_00104,EMP_003,2025-04-22,2025-04-27,Completed,E-Wallet,2890000.0
ORD_00360,CUST_00036,EMP_019,2025-01-01,,Pending,Bank Transfer,1935000.0
ORD_00361,CUST_00077,EMP_019,2025-11-08,2025-11-12,Shipping,Credit Card,34661000.0
ORD_00362,CUST_00092,EMP_004,2025-10-16,2025-10-18,Shipping,E-Wallet,8280000.0
ORD_00363,CUST_00170,EMP_006,2026-05-02,2026-05-07,Completed,E-Wallet,6431000.0
ORD_00364,CUST_00125,EMP_014,2025-05-20,2025-05-24,Completed,E-Wallet,6627500.0
ORD_00365,CUST_00109,EMP_020,2025-01-08,2025-01-10,Completed,Credit Card,650000.0
ORD_00366,CUST_00010,EMP_019,2026-05-10,2026-05-11,Completed,E-Wallet,15026000.0
ORD_00367,CUST_00190,EMP_003,2025-11-16,2025-11-19,Completed,COD,14581500.0
ORD_00368,CUST_00076,EMP_010,2025-06-21,2025-06-26,Completed,Credit Card,5390000.0
ORD_00369,CUST_00075,EMP_020,2025-01-28,2025-01-29,Completed,Bank Transfer,1270000.0
ORD_00370,CUST_00029,EMP_020,2025-06-28,2025-06-30,Shipping,E-Wallet,522500.0
ORD_00371,CUST_00125,EMP_006,2026-06-25,2026-06-28,Shipping,COD,17107500.0
ORD_00372,CUST_00165,EMP_009,2025-04-29,2025-05-03,Completed,E-Wallet,58073000.0
ORD_00373,CUST_00100,EMP_016,2025-09-26,2025-09-30,Completed,COD,520000.0
ORD_00374,CUST_00136,EMP_002,2025-04-10,2025-04-13,Shipping,E-Wallet,3780000.0
ORD_00375,CUST_00101,EMP_015,2025-09-05,2025-09-10,Completed,Bank Transfer,9740000.0
ORD_00376,CUST_00018,EMP_001,2026-02-26,2026-02-27,Completed,E-Wallet,1690000.0
ORD_00377,CUST_00007,EMP_020,2025-04-05,2025-04-10,Completed,Bank Transfer,30541000.0
ORD_00378,CUST_00065,EMP_010,2026-04-24,2026-04-25,Completed,E-Wallet,3570000.0
ORD_00379,CUST_00016,EMP_013,2026-02-02,2026-02-03,Completed,Credit Card,24241000.0
ORD_00380,CUST_00165,EMP_004,2026-03-29,2026-03-30,Completed,COD,9880000.0
ORD_00381,CUST_00005,EMP_016,2025-06-02,2025-06-03,Completed,COD,3802000.0
ORD_00382,CUST_00198,EMP_016,2026-05-05,2026-05-06,Completed,Bank Transfer,10580000.0
ORD_00383,CUST_00146,EMP_018,2026-01-03,2026-01-06,Completed,E-Wallet,2890000.0
ORD_00384,CUST_00088,EMP_003,2026-04-16,,Pending,Credit Card,970000.0
ORD_00385,CUST_00028,EMP_012,2026-05-14,2026-05-18,Completed,Bank Transfer,416500.0
ORD_00386,CUST_00062,EMP_016,2026-02-03,2026-02-08,Completed,Credit Card,48520000.0
ORD_00387,CUST_00031,EMP_007,2026-06-20,2026-06-25,Completed,Bank Transfer,12190000.0
ORD_00388,CUST_00159,EMP_002,2025-09-06,2025-09-08,Completed,COD,27075000.0
ORD_00389,CUST_00025,EMP_015,2025-06-24,,Pending,COD,15680500.0
ORD_00390,CUST_00189,EMP_013,2025-11-29,2025-12-04,Completed,Bank Transfer,700000.0
ORD_00391,CUST_00086,EMP_003,2025-05-04,2025-05-08,Completed,Bank Transfer,668000.0
ORD_00392,CUST_00162,EMP_020,2026-01-21,,Pending,COD,34007500.0
ORD_00393,CUST_00122,EMP_005,2025-07-31,2025-08-03,Completed,E-Wallet,550000.0
ORD_00394,CUST_00047,EMP_016,2025-04-01,2025-04-04,Completed,Credit Card,420000.0
ORD_00395,CUST_00136,EMP_004,2026-01-06,2026-01-11,Shipping,Bank Transfer,11980000.0
ORD_00396,CUST_00122,EMP_016,2025-06-30,2025-07-01,Completed,COD,1385000.0
ORD_00397,CUST_00012,EMP_004,2025-02-23,2025-02-25,Shipping,Bank Transfer,6471000.0
ORD_00398,CUST_00084,EMP_014,2025-07-23,2025-07-26,Completed,Bank Transfer,5455500.0
ORD_00399,CUST_00057,EMP_003,2026-04-28,2026-04-29,Completed,E-Wallet,2690000.0
ORD_00400,CUST_00035,EMP_015,2025-07-18,2025-07-21,Completed,Bank Transfer,21900000.0
ORD_00401,CUST_00035,EMP_004,2026-04-22,2026-04-24,Completed,Credit Card,684000.0
ORD_00402,CUST_00164,EMP_020,2025-06-24,2025-06-29,Completed,Bank Transfer,153000.0
ORD_00403,CUST_00152,EMP_016,2026-04-19,2026-04-23,Completed,Bank Transfer,135000.0
ORD_00404,CUST_00152,EMP_005,2025-01-06,2025-01-07,Completed,COD,25865000.0
ORD_00405,CUST_00178,EMP_014,2025-08-12,2025-08-15,Completed,Bank Transfer,45300000.0
ORD_00406,CUST_00192,EMP_019,2025-01-25,,Cancelled,E-Wallet,3155500.0
ORD_00407,CUST_00001,EMP_003,2026-01-30,2026-02-02,Shipping,COD,1791000.0
ORD_00408,CUST_00139,EMP_019,2025-08-01,,Pending,COD,68400000.0
ORD_00409,CUST_00014,EMP_004,2026-01-28,2026-02-02,Completed,COD,522500.0
ORD_00410,CUST_00144,EMP_007,2025-05-22,,Cancelled,Bank Transfer,35872000.0
ORD_00411,CUST_00193,EMP_008,2025-11-25,2025-11-28,Completed,E-Wallet,11500000.0
ORD_00412,CUST_00129,EMP_017,2025-05-06,2025-05-11,Completed,Credit Card,15466500.0
ORD_00413,CUST_00118,EMP_003,2025-03-24,2025-03-26,Completed,Credit Card,15710000.0
ORD_00414,CUST_00034,EMP_016,2025-12-22,2025-12-23,Completed,Credit Card,48000000.0
ORD_00415,CUST_00134,EMP_011,2026-02-26,2026-03-01,Completed,E-Wallet,10760000.0
ORD_00416,CUST_00079,EMP_006,2025-09-24,2025-09-27,Completed,Credit Card,11480000.0
ORD_00417,CUST_00183,EMP_018,2025-10-20,2025-10-22,Completed,Bank Transfer,8490000.0
ORD_00418,CUST_00033,EMP_015,2025-09-24,2025-09-26,Completed,COD,4190000.0
ORD_00419,CUST_00007,EMP_013,2026-05-27,,Pending,E-Wallet,55030000.0
ORD_00420,CUST_00194,EMP_019,2025-05-31,,Pending,E-Wallet,15282000.0
ORD_00421,CUST_00036,EMP_018,2025-04-30,2025-05-04,Completed,Bank Transfer,2100000.0
ORD_00422,CUST_00050,EMP_019,2026-06-24,2026-06-27,Completed,Bank Transfer,1300000.0
ORD_00423,CUST_00023,EMP_017,2026-02-08,2026-02-11,Completed,COD,11470000.0
ORD_00424,CUST_00115,EMP_018,2025-03-31,2025-04-04,Completed,E-Wallet,4430000.0
ORD_00425,CUST_00054,EMP_010,2026-05-02,,Cancelled,Credit Card,5180000.0
ORD_00426,CUST_00105,EMP_009,2026-03-01,2026-03-05,Completed,Bank Transfer,1350000.0
ORD_00427,CUST_00078,EMP_019,2025-11-08,2025-11-12,Completed,Bank Transfer,27500000.0
ORD_00428,CUST_00164,EMP_016,2025-05-08,2025-05-11,Completed,E-Wallet,5290000.0
ORD_00429,CUST_00196,EMP_009,2026-05-20,,Cancelled,COD,7080000.0
ORD_00430,CUST_00178,EMP_004,2026-01-18,2026-01-23,Completed,COD,12380000.0
ORD_00431,CUST_00163,EMP_012,2025-02-19,2025-02-24,Completed,COD,17170000.0
ORD_00432,CUST_00081,EMP_010,2025-10-05,2025-10-08,Completed,COD,4190000.0
ORD_00433,CUST_00088,EMP_006,2025-04-15,2025-04-20,Completed,Bank Transfer,14110000.0
ORD_00434,CUST_00118,EMP_003,2025-04-30,,Pending,COD,11045500.0
ORD_00435,CUST_00196,EMP_011,2025-06-26,2025-06-27,Completed,COD,5290000.0
ORD_00436,CUST_00033,EMP_007,2025-05-14,,Cancelled,E-Wallet,19990000.0
ORD_00437,CUST_00009,EMP_017,2025-03-02,2025-03-05,Completed,COD,3990000.0
ORD_00438,CUST_00032,EMP_020,2025-07-30,2025-08-01,Completed,Bank Transfer,24900000.0
ORD_00439,CUST_00091,EMP_006,2026-05-28,,Pending,Bank Transfer,24177500.0
ORD_00440,CUST_00073,EMP_006,2025-01-05,,Cancelled,COD,19700000.0
ORD_00441,CUST_00098,EMP_014,2025-08-08,2025-08-12,Completed,COD,12780000.0
ORD_00442,CUST_00074,EMP_018,2025-02-11,2025-02-15,Completed,COD,75000.0
ORD_00443,CUST_00114,EMP_008,2026-02-22,2026-02-26,Completed,Bank Transfer,18971500.0
ORD_00444,CUST_00022,EMP_004,2025-05-27,2025-06-01,Completed,COD,11215000.0
ORD_00445,CUST_00104,EMP_004,2025-08-27,,Pending,E-Wallet,6400000.0
ORD_00446,CUST_00194,EMP_013,2025-12-31,2026-01-05,Completed,E-Wallet,10741000.0
ORD_00447,CUST_00128,EMP_001,2025-07-03,2025-07-06,Completed,Bank Transfer,2690000.0
ORD_00448,CUST_00193,EMP_017,2026-05-20,,Pending,Bank Transfer,4990000.0
ORD_00449,CUST_00088,EMP_018,2025-01-19,,Cancelled,COD,27404000.0
ORD_00450,CUST_00111,EMP_005,2025-11-16,2025-11-20,Completed,COD,8980000.0
ORD_00451,CUST_00041,EMP_017,2025-02-27,2025-03-03,Completed,E-Wallet,7160000.0
ORD_00452,CUST_00094,EMP_012,2025-01-28,,Pending,Credit Card,150000.0
ORD_00453,CUST_00090,EMP_002,2025-09-08,2025-09-11,Completed,COD,28970000.0
ORD_00454,CUST_00108,EMP_009,2025-01-21,2025-01-26,Completed,COD,14425500.0
ORD_00455,CUST_00094,EMP_014,2025-07-26,2025-07-27,Completed,Bank Transfer,9500000.0
ORD_00456,CUST_00058,EMP_020,2025-04-05,2025-04-10,Completed,COD,12390000.0
ORD_00457,CUST_00020,EMP_010,2026-06-01,,Pending,E-Wallet,4780000.0
ORD_00458,CUST_00141,EMP_006,2025-01-20,2025-01-25,Completed,Bank Transfer,4588500.0
ORD_00459,CUST_00137,EMP_020,2026-03-21,2026-03-22,Shipping,Bank Transfer,2090000.0
ORD_00460,CUST_00196,EMP_010,2026-03-22,2026-03-23,Completed,Bank Transfer,4500000.0
ORD_00461,CUST_00080,EMP_015,2026-05-13,2026-05-17,Completed,E-Wallet,22365500.0
ORD_00462,CUST_00169,EMP_018,2025-06-30,2025-07-01,Completed,E-Wallet,11285000.0
ORD_00463,CUST_00094,EMP_003,2026-02-11,2026-02-13,Shipping,Bank Transfer,14900000.0
ORD_00464,CUST_00171,EMP_019,2026-06-22,2026-06-23,Completed,Bank Transfer,5265500.0
ORD_00465,CUST_00061,EMP_014,2025-08-12,2025-08-14,Completed,Bank Transfer,3490000.0
ORD_00466,CUST_00038,EMP_012,2026-05-02,2026-05-05,Completed,COD,68200000.0
ORD_00467,CUST_00172,EMP_008,2025-09-17,2025-09-20,Completed,Credit Card,9795500.0
ORD_00468,CUST_00066,EMP_010,2025-04-03,2025-04-05,Shipping,Credit Card,870000.0
ORD_00469,CUST_00197,EMP_014,2025-02-04,2025-02-05,Completed,E-Wallet,15352000.0
ORD_00470,CUST_00179,EMP_009,2026-06-03,2026-06-07,Completed,Credit Card,25890500.0
ORD_00471,CUST_00035,EMP_001,2026-02-15,2026-02-18,Completed,Credit Card,8645500.0
ORD_00472,CUST_00034,EMP_020,2026-02-25,,Pending,Credit Card,20315000.0
ORD_00473,CUST_00051,EMP_003,2026-03-01,2026-03-05,Completed,E-Wallet,75930000.0
ORD_00474,CUST_00051,EMP_009,2025-06-22,2025-06-27,Completed,E-Wallet,8700000.0
ORD_00475,CUST_00135,EMP_014,2026-04-10,,Pending,E-Wallet,2880000.0
ORD_00476,CUST_00069,EMP_010,2026-05-22,2026-05-26,Completed,Bank Transfer,2410000.0
ORD_00477,CUST_00075,EMP_009,2025-08-30,2025-09-01,Completed,Credit Card,3017500.0
ORD_00478,CUST_00102,EMP_007,2026-01-28,2026-02-02,Completed,Credit Card,420000.0
ORD_00479,CUST_00061,EMP_016,2025-12-29,,Cancelled,COD,990000.0
ORD_00480,CUST_00102,EMP_012,2025-05-16,,Cancelled,COD,751000.0
ORD_00481,CUST_00082,EMP_017,2026-03-20,2026-03-21,Completed,Credit Card,2422500.0
ORD_00482,CUST_00072,EMP_012,2026-03-17,2026-03-20,Completed,Credit Card,707500.0
ORD_00483,CUST_00169,EMP_015,2025-02-24,2025-02-25,Completed,Bank Transfer,15190500.0
ORD_00484,CUST_00112,EMP_004,2026-05-22,2026-05-25,Completed,E-Wallet,18501000.0
ORD_00485,CUST_00047,EMP_006,2026-06-05,,Pending,Bank Transfer,55540000.0
ORD_00486,CUST_00128,EMP_004,2025-12-03,2025-12-04,Completed,E-Wallet,4900000.0
ORD_00487,CUST_00021,EMP_015,2026-05-07,2026-05-10,Completed,COD,18615000.0
ORD_00488,CUST_00084,EMP_019,2025-05-13,2025-05-14,Completed,Credit Card,19000000.0
ORD_00489,CUST_00155,EMP_013,2025-04-05,2025-04-07,Completed,Bank Transfer,26620500.0
ORD_00490,CUST_00080,EMP_020,2025-05-15,2025-05-16,Completed,Credit Card,10500000.0
ORD_00491,CUST_00194,EMP_014,2026-01-13,2026-01-17,Completed,E-Wallet,990000.0
ORD_00492,CUST_00058,EMP_005,2026-05-23,2026-05-28,Completed,COD,142500.0
ORD_00493,CUST_00077,EMP_005,2025-05-11,2025-05-14,Completed,Bank Transfer,5920000.0
ORD_00494,CUST_00109,EMP_014,2025-04-07,2025-04-12,Completed,Credit Card,2590000.0
ORD_00495,CUST_00030,EMP_015,2025-07-03,,Pending,E-Wallet,380000.0
ORD_00496,CUST_00151,EMP_015,2026-04-06,2026-04-09,Completed,Credit Card,20100000.0
ORD_00497,CUST_00118,EMP_013,2026-05-14,2026-05-19,Completed,Credit Card,6180000.0
ORD_00498,CUST_00029,EMP_001,2025-07-12,2025-07-14,Shipping,E-Wallet,4470000.0
ORD_00499,CUST_00078,EMP_015,2025-06-01,2025-06-02,Completed,COD,4400000.0
ORD_00500,CUST_00125,EMP_016,2025-01-21,2025-01-26,Shipping,Bank Transfer,10400000.0
ORD_00501,CUST_00086,EMP_001,2025-04-16,2025-04-20,Completed,E-Wallet,29107500.0
ORD_00502,CUST_00174,EMP_016,2025-08-26,2025-08-31,Completed,COD,4290000.0
ORD_00503,CUST_00166,EMP_014,2026-04-30,2026-05-05,Completed,Credit Card,150000.0
ORD_00504,CUST_00050,EMP_016,2025-12-19,2025-12-24,Completed,Bank Transfer,18203000.0
ORD_00505,CUST_00076,EMP_013,2026-03-03,,Pending,Credit Card,2980000.0
ORD_00506,CUST_00045,EMP_007,2025-06-10,2025-06-11,Completed,E-Wallet,6221000.0
ORD_00507,CUST_00129,EMP_002,2025-03-07,2025-03-08,Completed,Bank Transfer,586500.0
ORD_00508,CUST_00091,EMP_002,2025-10-01,2025-10-06,Shipping,COD,1695750.0
ORD_00509,CUST_00157,EMP_004,2025-02-12,2025-02-14,Completed,COD,6455500.0
ORD_00510,CUST_00086,EMP_005,2025-05-06,,Pending,E-Wallet,46260000.0
ORD_00511,CUST_00193,EMP_017,2026-03-08,,Pending,Bank Transfer,626000.0
ORD_00512,CUST_00018,EMP_003,2025-12-13,2025-12-15,Completed,E-Wallet,1791000.0
ORD_00513,CUST_00039,EMP_019,2025-03-01,,Cancelled,Credit Card,1602000.0
ORD_00514,CUST_00185,EMP_011,2025-12-19,2025-12-22,Completed,Bank Transfer,6300000.0
ORD_00515,CUST_00179,EMP_012,2026-02-19,,Pending,Credit Card,617500.0
ORD_00516,CUST_00190,EMP_005,2026-06-17,,Cancelled,Credit Card,990000.0
ORD_00517,CUST_00194,EMP_006,2025-01-24,2025-01-29,Completed,Credit Card,1190000.0
ORD_00518,CUST_00130,EMP_004,2025-03-03,,Pending,Credit Card,10480000.0
ORD_00519,CUST_00189,EMP_001,2026-04-10,2026-04-12,Completed,Bank Transfer,684000.0
ORD_00520,CUST_00147,EMP_005,2026-01-22,2026-01-24,Completed,COD,2460500.0
ORD_00521,CUST_00117,EMP_004,2025-05-31,2025-06-04,Completed,COD,300000.0
ORD_00522,CUST_00115,EMP_003,2026-01-14,2026-01-18,Completed,E-Wallet,40331500.0
ORD_00523,CUST_00037,EMP_017,2025-05-11,2025-05-15,Completed,Bank Transfer,13820500.0
ORD_00524,CUST_00031,EMP_012,2025-10-24,2025-10-26,Completed,COD,4490000.0
ORD_00525,CUST_00037,EMP_005,2026-03-08,2026-03-11,Completed,Credit Card,14900000.0
ORD_00526,CUST_00090,EMP_003,2025-02-15,2025-02-20,Completed,Credit Card,8787500.0
ORD_00527,CUST_00130,EMP_015,2026-04-06,2026-04-08,Completed,Credit Card,2690000.0
ORD_00528,CUST_00060,EMP_013,2025-12-14,2025-12-18,Completed,Credit Card,6690000.0
ORD_00529,CUST_00166,EMP_004,2025-03-29,2025-04-03,Completed,COD,21830500.0
ORD_00530,CUST_00149,EMP_015,2025-03-28,,Pending,Credit Card,19710000.0
ORD_00531,CUST_00088,EMP_014,2025-07-04,2025-07-09,Completed,Credit Card,2100000.0
ORD_00532,CUST_00044,EMP_010,2025-05-28,2025-05-29,Completed,Bank Transfer,190000.0
ORD_00533,CUST_00084,EMP_006,2025-01-28,2025-01-31,Completed,E-Wallet,2200000.0
ORD_00534,CUST_00097,EMP_004,2025-02-23,2025-02-28,Completed,Bank Transfer,2980000.0
ORD_00535,CUST_00105,EMP_003,2026-05-11,2026-05-13,Completed,COD,2590000.0
ORD_00536,CUST_00143,EMP_005,2025-11-08,2025-11-12,Completed,COD,3521500.0
ORD_00537,CUST_00116,EMP_002,2025-01-02,,Pending,Credit Card,27761000.0
ORD_00538,CUST_00175,EMP_013,2025-12-26,,Pending,Bank Transfer,1660500.0
ORD_00539,CUST_00102,EMP_004,2025-05-24,2025-05-27,Completed,E-Wallet,2970000.0
ORD_00540,CUST_00175,EMP_011,2025-09-25,,Cancelled,E-Wallet,19950000.0
ORD_00541,CUST_00118,EMP_020,2025-12-03,2025-12-05,Completed,COD,28390000.0
ORD_00542,CUST_00101,EMP_018,2025-03-25,,Pending,COD,4978000.0
ORD_00543,CUST_00092,EMP_013,2025-07-01,,Pending,COD,13470000.0
ORD_00544,CUST_00057,EMP_001,2025-10-15,2025-10-18,Completed,Bank Transfer,2555500.0
ORD_00545,CUST_00057,EMP_008,2026-05-21,,Cancelled,COD,6400000.0
ORD_00546,CUST_00051,EMP_013,2025-04-24,2025-04-29,Shipping,E-Wallet,490000.0
ORD_00547,CUST_00175,EMP_020,2025-06-29,2025-07-01,Completed,COD,9360000.0
ORD_00548,CUST_00187,EMP_009,2025-07-16,,Pending,COD,9097000.0
ORD_00549,CUST_00111,EMP_014,2025-10-08,2025-10-13,Completed,E-Wallet,1962000.0
ORD_00550,CUST_00137,EMP_015,2025-11-20,2025-11-22,Completed,Credit Card,8840000.0
ORD_00551,CUST_00058,EMP_014,2025-03-18,2025-03-20,Shipping,Bank Transfer,11500000.0
ORD_00552,CUST_00123,EMP_014,2025-01-25,2025-01-28,Completed,Credit Card,15990000.0
ORD_00553,CUST_00014,EMP_011,2026-06-17,,Pending,COD,5900000.0
ORD_00554,CUST_00016,EMP_002,2026-01-22,2026-01-23,Completed,Bank Transfer,520000.0
ORD_00555,CUST_00111,EMP_003,2025-04-15,2025-04-20,Completed,COD,1350000.0
ORD_00556,CUST_00106,EMP_008,2025-01-11,2025-01-15,Completed,E-Wallet,13040000.0
ORD_00557,CUST_00004,EMP_020,2025-03-11,2025-03-13,Completed,Bank Transfer,2170500.0
ORD_00558,CUST_00012,EMP_002,2025-05-11,2025-05-15,Completed,Credit Card,1300000.0
ORD_00559,CUST_00080,EMP_020,2025-12-18,2025-12-19,Completed,Bank Transfer,1980000.0
ORD_00560,CUST_00014,EMP_014,2025-12-19,2025-12-21,Completed,Bank Transfer,10350000.0
ORD_00561,CUST_00085,EMP_019,2025-12-10,2025-12-14,Completed,Credit Card,135000.0
ORD_00562,CUST_00127,EMP_008,2025-01-04,2025-01-06,Completed,E-Wallet,16533500.0
ORD_00563,CUST_00053,EMP_013,2025-07-08,,Pending,COD,11500000.0
ORD_00564,CUST_00037,EMP_010,2026-03-27,2026-04-01,Completed,Credit Card,24000000.0
ORD_00565,CUST_00057,EMP_009,2025-06-28,2025-07-03,Completed,Bank Transfer,24000000.0
ORD_00566,CUST_00026,EMP_001,2025-05-21,2025-05-22,Completed,Credit Card,2145000.0
ORD_00567,CUST_00112,EMP_003,2025-05-02,2025-05-04,Completed,Bank Transfer,1350000.0
ORD_00568,CUST_00110,EMP_008,2025-02-17,,Pending,Bank Transfer,7210000.0
ORD_00569,CUST_00126,EMP_007,2025-03-25,,Pending,COD,2700000.0
