record_id,employee_id,course_name,training_type,start_date,end_date,score,completion_status,training_cost
TRG0186,EMP136,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-08-12,2025-08-28,95.1,Completed,4000000.0
TRG0187,EMP158,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-03-07,2025-03-22,66.7,Completed,5000000.0
TRG0188,EMP166,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-04-19,2025-04-22,,In Progress,2500000.0
TRG0189,EMP026,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-08-01,2025-08-12,84.4,Completed,5000000.0
TRG0190,EMP171,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-03-19,2025-03-22,65.6,Completed,4000000.0
TRG0191,EMP085,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-06-17,2025-07-10,90.3,Completed,4500000.0
TRG0192,EMP187,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-04-19,2025-05-03,84.4,Completed,5000000.0
TRG0193,EMP193,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-06-15,2025-07-08,96.6,Completed,4500000.0
TRG0194,EMP060,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-09-05,2025-09-25,76.8,Completed,2000000.0
TRG0195,EMP024,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-09-07,2025-09-11,75.9,Completed,6500000.0
TRG0196,EMP057,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-08-16,2025-08-19,73.4,Completed,2500000.0
TRG0197,EMP131,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-08-11,2025-08-26,69.9,Completed,6500000.0
TRG0198,EMP229,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-07-18,2025-07-26,,In Progress,2500000.0
TRG0199,EMP041,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-02-04,2025-02-23,73.1,Completed,2500000.0
TRG0200,EMP054,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-08-17,2025-09-08,82.7,Completed,3500000.0
TRG0201,EMP077,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-09-14,2025-10-04,85.2,Completed,6500000.0
TRG0202,EMP103,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-07-18,2025-07-28,73.9,Completed,2000000.0
TRG0203,EMP072,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-09-11,2025-09-18,76.8,Completed,1800000.0
TRG0204,EMP052,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-09-11,2025-09-25,88.4,Completed,4500000.0
TRG0205,EMP154,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-09-09,2025-10-01,96.9,Completed,2500000.0
TRG0206,EMP023,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-06-17,2025-07-04,97.4,Completed,4500000.0
TRG0207,EMP041,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-09-11,2025-09-17,86.5,Completed,6500000.0
TRG0208,EMP203,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-08-09,2025-08-22,85.2,Completed,4000000.0
TRG0209,EMP092,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-03-12,2025-03-28,68.7,Completed,1800000.0
TRG0210,EMP104,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-08-08,2025-08-11,,In Progress,4000000.0
TRG0211,EMP013,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-07-17,2025-07-25,68.6,Completed,5000000.0
TRG0212,EMP201,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-02-03,2025-02-16,86.5,Completed,5000000.0
TRG0213,EMP040,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-06-05,2025-06-12,90.1,Completed,2500000.0
TRG0214,EMP203,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-06-20,2025-06-28,78.5,Completed,5000000.0
TRG0215,EMP013,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-08-02,2025-08-07,93.9,Completed,2000000.0
TRG0216,EMP249,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-06-01,2025-06-10,74.9,Completed,3500000.0
TRG0217,EMP002,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-07-08,2025-07-25,77.4,Completed,4500000.0
TRG0218,EMP226,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-08-16,2025-08-22,,In Progress,6500000.0
TRG0219,EMP084,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-06-14,2025-06-17,84.3,Completed,2000000.0
TRG0220,EMP229,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-02-20,2025-03-08,73.8,Completed,6500000.0
TRG0221,EMP192,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-04-16,2025-04-23,76.0,Completed,6500000.0
TRG0222,EMP053,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-06-20,2025-07-13,84.8,Completed,6500000.0
TRG0223,EMP040,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-08-15,2025-08-22,77.0,Completed,1800000.0
TRG0224,EMP011,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-03-12,2025-03-25,93.0,Completed,2500000.0
TRG0225,EMP167,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-05-01,2025-05-19,93.9,Completed,5000000.0
TRG0226,EMP141,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-03-06,2025-03-21,73.6,Completed,2500000.0
TRG0227,EMP242,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-08-16,2025-09-07,89.7,Completed,1800000.0
TRG0228,EMP001,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-02-16,2025-03-01,90.8,Completed,4000000.0
TRG0229,EMP145,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-03-15,2025-04-05,67.3,Completed,4500000.0
TRG0230,EMP147,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-06-04,2025-06-16,70.5,Completed,2000000.0
TRG0231,EMP053,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-08-09,2025-09-01,90.1,Completed,4500000.0
TRG0232,EMP195,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-07-19,2025-08-09,79.7,Completed,5000000.0
TRG0233,EMP090,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-07-19,2025-07-23,76.9,Completed,6500000.0
TRG0234,EMP078,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-05-10,2025-05-20,41.8,Dropped,2000000.0
TRG0235,EMP127,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-07-14,2025-08-07,69.6,Completed,4500000.0
TRG0236,EMP001,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-02-16,2025-03-03,,In Progress,2000000.0
TRG0237,EMP178,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-06-04,2025-06-18,84.6,Completed,5000000.0
TRG0238,EMP120,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-02-02,2025-02-08,76.0,Completed,4500000.0
TRG0239,EMP065,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-09-08,2025-09-20,73.7,Completed,4000000.0
TRG0240,EMP170,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-06-18,2025-07-08,76.6,Completed,4500000.0
TRG0241,EMP094,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-07-13,2025-07-24,76.3,Completed,4000000.0
TRG0242,EMP166,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-06-04,2025-06-19,93.9,Completed,4000000.0
TRG0243,EMP096,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-05-20,2025-06-05,93.4,Completed,4000000.0
TRG0244,EMP138,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-07-12,2025-08-04,90.6,Completed,1800000.0
TRG0245,EMP192,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-09-20,2025-10-04,77.0,Completed,1800000.0
TRG0246,EMP129,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-08-13,2025-08-17,94.6,Completed,4500000.0
TRG0247,EMP136,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-03-07,2025-03-23,72.0,Completed,2000000.0
TRG0248,EMP189,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-09-01,2025-09-13,68.4,Completed,2000000.0
TRG0249,EMP103,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-03-09,2025-03-27,81.1,Completed,4000000.0
TRG0250,EMP208,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-06-04,2025-06-24,75.5,Completed,5000000.0
TRG0251,EMP088,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-05-16,2025-05-28,90.3,Completed,3500000.0
TRG0252,EMP010,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-09-01,2025-09-10,77.8,Completed,4500000.0
TRG0253,EMP005,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-09-12,2025-09-15,66.3,Completed,4500000.0
TRG0254,EMP027,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-02-13,2025-03-02,86.3,Completed,4000000.0
TRG0255,EMP148,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-09-18,2025-10-06,70.9,Completed,3500000.0
TRG0256,EMP136,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-07-04,2025-07-19,,In Progress,1800000.0
TRG0257,EMP040,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-07-19,2025-08-01,90.4,Completed,4500000.0
TRG0258,EMP237,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-09-13,2025-09-23,71.5,Completed,6500000.0
TRG0259,EMP110,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-05-12,2025-05-26,84.6,Completed,4000000.0
TRG0260,EMP012,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-02-15,2025-02-22,82.8,Completed,4000000.0
TRG0261,EMP070,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-05-08,2025-05-22,89.9,Completed,4500000.0
TRG0262,EMP157,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-03-09,2025-03-18,80.4,Completed,3500000.0
TRG0263,EMP220,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-04-16,2025-04-28,40.1,Dropped,2000000.0
TRG0264,EMP173,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-07-16,2025-08-09,90.4,Completed,5000000.0
TRG0265,EMP227,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-06-17,2025-06-20,90.3,Completed,4500000.0
TRG0266,EMP250,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-02-15,2025-02-25,90.5,Completed,3500000.0
TRG0267,EMP112,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-04-13,2025-04-16,97.2,Completed,1800000.0
TRG0268,EMP088,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-08-08,2025-08-26,96.2,Completed,2500000.0
TRG0269,EMP182,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-04-17,2025-05-08,96.0,Completed,4500000.0
TRG0270,EMP027,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-04-05,2025-04-14,70.5,Completed,4500000.0
TRG0271,EMP068,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-07-06,2025-07-21,68.6,Completed,2500000.0
TRG0272,EMP126,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-07-20,2025-08-04,90.0,Completed,2500000.0
TRG0273,EMP082,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-06-09,2025-06-24,,In Progress,4000000.0
TRG0274,EMP180,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-04-12,2025-04-25,95.5,Completed,5000000.0
TRG0275,EMP029,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-07-03,2025-07-12,79.9,Completed,4500000.0
TRG0276,EMP131,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-07-05,2025-07-09,92.2,Completed,3500000.0
TRG0277,EMP165,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-05-15,2025-06-03,90.8,Completed,4500000.0
TRG0278,EMP138,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-09-03,2025-09-14,69.4,Completed,2000000.0
TRG0279,EMP008,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-06-17,2025-06-27,75.7,Completed,4500000.0
TRG0280,EMP250,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-03-04,2025-03-12,82.9,Completed,3500000.0
TRG0281,EMP234,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-02-07,2025-02-10,94.0,Completed,6500000.0
TRG0282,EMP102,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-09-16,2025-09-20,65.3,Completed,2000000.0
TRG0283,EMP108,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-08-04,2025-08-24,80.3,Completed,4000000.0
TRG0284,EMP037,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-02-16,2025-03-04,87.7,Completed,1800000.0
TRG0285,EMP017,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-04-04,2025-04-22,74.3,Completed,6500000.0
TRG0286,EMP135,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-02-10,2025-02-16,91.9,Completed,6500000.0
TRG0287,EMP057,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-05-06,2025-05-21,86.6,Completed,3500000.0
TRG0288,EMP204,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-06-20,2025-07-08,68.6,Completed,6500000.0
TRG0289,EMP157,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-08-02,2025-08-15,87.6,Completed,4500000.0
TRG0290,EMP060,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-08-09,2025-09-02,83.6,Completed,3500000.0
TRG0291,EMP182,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-02-08,2025-02-20,91.9,Completed,4000000.0
TRG0292,EMP030,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-02-04,2025-02-24,93.5,Completed,4000000.0
TRG0293,EMP144,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-05-13,2025-06-05,77.9,Completed,4500000.0
TRG0294,EMP245,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-09-09,2025-09-17,76.0,Completed,3500000.0
TRG0295,EMP064,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-05-13,2025-05-20,76.3,Completed,4500000.0
TRG0296,EMP044,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-02-05,2025-02-13,83.9,Completed,6500000.0
TRG0297,EMP238,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-09-12,2025-09-23,69.7,Completed,3500000.0
TRG0298,EMP216,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-05-12,2025-06-04,81.6,Completed,5000000.0
TRG0299,EMP077,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-03-01,2025-03-17,72.9,Completed,5000000.0
TRG0300,EMP206,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-03-16,2025-03-28,73.4,Completed,1800000.0
TRG0301,EMP147,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-07-04,2025-07-07,,In Progress,5000000.0
TRG0302,EMP189,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-06-02,2025-06-07,82.9,Completed,4500000.0
TRG0303,EMP049,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-07-12,2025-08-03,,Dropped,4500000.0
TRG0304,EMP124,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-05-11,2025-05-28,95.7,Completed,3500000.0
TRG0305,EMP021,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-02-07,2025-02-11,81.5,Completed,4000000.0
TRG0306,EMP233,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-06-03,2025-06-10,95.8,Completed,3500000.0
TRG0307,EMP098,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-07-03,2025-07-18,91.7,Completed,3500000.0
TRG0308,EMP195,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-05-08,2025-05-25,73.5,Completed,1800000.0
TRG0309,EMP194,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-08-15,2025-09-04,,In Progress,4000000.0
TRG0310,EMP112,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-02-13,2025-02-24,75.7,Completed,3500000.0
TRG0311,EMP245,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-05-03,2025-05-21,66.5,Completed,4000000.0
TRG0312,EMP058,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-06-19,2025-07-07,88.8,Completed,2500000.0
TRG0313,EMP116,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-09-09,2025-09-22,65.0,Completed,1800000.0
TRG0314,EMP139,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-02-19,2025-03-03,97.4,Completed,2000000.0
TRG0315,EMP186,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-03-18,2025-03-23,51.4,Dropped,5000000.0
TRG0316,EMP217,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-04-16,2025-04-20,90.7,Completed,2000000.0
TRG0317,EMP150,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-06-16,2025-07-04,68.5,Completed,1800000.0
TRG0318,EMP014,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-09-13,2025-09-25,,In Progress,4000000.0
TRG0319,EMP093,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-07-14,2025-07-27,81.9,Completed,2000000.0
TRG0320,EMP203,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-04-06,2025-04-21,71.9,Completed,4000000.0
TRG0321,EMP130,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-06-01,2025-06-10,85.1,Completed,1800000.0
TRG0322,EMP067,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-07-14,2025-07-17,77.5,Completed,6500000.0
TRG0323,EMP152,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-08-03,2025-08-12,95.7,Completed,2500000.0
TRG0324,EMP201,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-02-20,2025-03-09,,In Progress,4000000.0
TRG0325,EMP228,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-09-20,2025-10-06,90.0,Completed,4000000.0
TRG0326,EMP053,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-04-13,2025-04-23,84.4,Completed,6500000.0
TRG0327,EMP226,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-03-03,2025-03-07,,In Progress,4000000.0
TRG0328,EMP195,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-07-04,2025-07-11,78.8,Completed,5000000.0
TRG0329,EMP048,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-08-18,2025-08-26,70.4,Completed,3500000.0
TRG0330,EMP050,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-02-05,2025-02-14,95.7,Completed,5000000.0
TRG0331,EMP065,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-08-01,2025-08-16,94.4,Completed,2000000.0
TRG0332,EMP214,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-06-08,2025-06-11,76.3,Completed,6500000.0
TRG0333,EMP034,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-07-15,2025-08-07,,In Progress,5000000.0
TRG0334,EMP083,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-06-03,2025-06-10,73.0,Completed,2500000.0
TRG0335,EMP184,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-02-13,2025-02-24,94.2,Completed,3500000.0
TRG0336,EMP143,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-06-18,2025-07-08,76.2,Completed,1800000.0
TRG0337,EMP028,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-02-09,2025-02-17,96.8,Completed,4500000.0
TRG0338,EMP232,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-02-11,2025-02-21,54.8,Dropped,2500000.0
TRG0339,EMP249,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-07-11,2025-07-14,93.4,Completed,2500000.0
TRG0340,EMP244,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-09-18,2025-10-05,71.0,Completed,6500000.0
TRG0341,EMP059,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-04-04,2025-04-14,,In Progress,2500000.0
TRG0342,EMP235,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-02-03,2025-02-16,96.8,Completed,4000000.0
TRG0343,EMP237,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-04-18,2025-05-08,90.6,Completed,5000000.0
TRG0344,EMP041,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-05-03,2025-05-14,91.6,Completed,4000000.0
TRG0345,EMP146,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-08-06,2025-08-27,80.6,Completed,1800000.0
TRG0346,EMP171,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-06-10,2025-06-16,72.7,Completed,6500000.0
TRG0347,EMP195,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-02-16,2025-02-19,67.6,Completed,2500000.0
TRG0348,EMP011,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-09-10,2025-09-23,70.0,Completed,2500000.0
TRG0349,EMP006,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-04-01,2025-04-06,81.1,Completed,2500000.0
TRG0350,EMP077,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-06-03,2025-06-18,81.4,Completed,1800000.0
TRG0351,EMP036,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-02-09,2025-02-24,93.9,Completed,4500000.0
TRG0352,EMP082,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-03-12,2025-03-20,87.5,Completed,3500000.0
TRG0353,EMP115,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-06-06,2025-06-10,88.8,Completed,2000000.0
TRG0354,EMP015,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-07-10,2025-08-02,,In Progress,4000000.0
TRG0355,EMP207,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-05-01,2025-05-22,,Dropped,5000000.0
TRG0356,EMP127,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-05-18,2025-05-27,88.3,Completed,2500000.0
TRG0357,EMP003,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-02-03,2025-02-14,97.3,Completed,6500000.0
TRG0358,EMP040,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-04-13,2025-05-03,89.5,Completed,5000000.0
TRG0359,EMP137,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-03-20,2025-04-09,77.0,Completed,1800000.0
TRG0360,EMP185,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-08-16,2025-09-06,65.9,Completed,4500000.0
TRG0361,EMP034,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-03-19,2025-03-26,93.0,Completed,1800000.0
TRG0362,EMP040,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-04-08,2025-04-18,97.0,Completed,1800000.0
TRG0363,EMP116,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-06-19,2025-06-28,84.3,Completed,3500000.0
TRG0364,EMP130,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-03-11,2025-04-03,,Dropped,2500000.0
TRG0365,EMP096,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-03-03,2025-03-19,91.5,Completed,1800000.0
TRG0366,EMP166,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-03-10,2025-03-18,,Dropped,4000000.0
TRG0367,EMP120,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-09-10,2025-09-16,,Dropped,1800000.0
TRG0368,EMP235,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-06-18,2025-07-07,84.2,Completed,2500000.0
TRG0369,EMP041,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-04-12,2025-04-17,83.0,Completed,6500000.0
TRG0370,EMP178,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-04-10,2025-05-03,,Dropped,4500000.0
TRG0371,EMP235,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-09-08,2025-09-24,80.2,Completed,4000000.0
